Gene	sample	counts
PCDHB7	CM317	1.0496947053399786
PCDHB7	CMCD140	15.13927806002558
PCDHB7	CMCD147	1.0387377232738804
PCDHB7	CMCD152	82
PCDHB7	CMCD154	106.01880727023948
PCDHB7	CMCD159	1.0826308846263835
PCDHB7	CMCD161	68.20833462374146
PCDHB7	CMCD174	1.0883603953024104
PCDHB7	CMCD196	32.28395130445353
PCDHB7	CMCD198	1.027928565649914
PCDHB7	CMCD203	225.71529717406847
PCDHB7	CMCD211	52.10118107183759
PCDHB7	CMCD227	26.217446421067706
PCDHB7	CMCD240	23.141772460533407
PCDHB7	CMCD259	28
PCDHB7	CMCD270	29.149954925705263
PCDHB7	CMCD275	11.09271828679446
PCDHB7	CMCD282	11.13979120117945
PCDHB7	CMCD286	14.976415237315729
PCDHB7	CMCD287	19
PCDHB7	CMCD294	10.611306998524292
PCDHB7	CMCD327	11.05590089347615
PCDHB7	CMCD335	15.06982046488467
PCDHB7	CMCD337	77.51095420335402
PCDHB7	CMCD357	1.0203676217787498
PCDHB7	CMCD398	14.081278353448825
PCDHB7	CMCD403	15.10697935143027
PCDHB7	CMCD422	18.03756289665271
PCDHB7	CMCD426	4.439984110419656
PCDHB7	CMCD71	21.132838752673365
PCDHB7	CMCD72	1.1440405671509037
PCDHB7	CMCD76	4.009068656324914
PCDHB7	CMCD88	17.003059336013184
PCDHB7	CMSA256	77
PCDHB7	CMSA316	70.56101986367769
PCDHB7	CMUC110	30
PCDHB7	CMUC192	10.131538458119358
PCDHB7	CMUC199	5.13303247076118
PCDHB7	CMUC200	50.116422941310326
PCDHB7	CMUC208	24.058642432023422
PCDHB7	CMUC231	229
PCDHB7	CMUC234	27
PCDHB7	CMUC285	4.043626569793645
PCDHB7	CMUC291	17.111530068726065
PCDHB7	CMUC295	34.030604373333425
PCDHB7	CMUC299	22.064106468637444
PCDHB7	CMUC301	38.020519239601235
PCDHB7	CMUC307	46.126640737435785
PCDHB7	CMUC313	1.0406199795536664
PCDHB7	CMUC314	5.265871647386992
PCDHB7	CMUC323	1.0232441215691963
PCDHB7	CMUC324	77.06930990431393
PCDHB7	CMUC331	1.008979678815539
PCDHB7	CMUC333	10.22685504001124
PCDHB7	CMUC334	11.162401559312222
PCDHB7	CMUC346	45.48213181169531
PCDHB7	CMUC352	26.15477522474683
PCDHB7	CMUC360	2.0025208138048822
PCDHB7	CMUC363	1.0255367303100333
PCDHB7	CMUC365	18.11778710311687
PCDHB7	CMUC366	35.11462267404499
PCDHB7	CMUC368	11
PCDHB7	CMUC377	27.10958571764123
PCDHB7	CMUC379	8.531612421122059
PCDHB7	CMUC380	6.106124670502594
PCDHB7	CMUC383	6.0827043155456
PCDHB7	CMUC394	1.007265338334756
PCDHB7	CMUC419	1.024221051989512
PCDHB7	CMUC427	33
PCDHB7	CMUC428	19.118612970908934
PCDHB7	CMUC431	25.045792503457065
PCDHB7	CMUC435	5.024437303267918
PCDHB7	CMUC439	22.13899469767857
PCDHB7	CMUC89	103
PCDHB7	CS219	4.009790132096656
PCDHB7	CS256	13.02947313305597
PCDHB7	CS257	3.2699399576345187
PCDHB7	CS259	12.01835078970706
PCDHB7	CS261	4.0909733985495516
PCDHB7	CS266	1.0344406863242126
PCDHB7	CS270	16.201269786447593
PCDHB7	CS277	20.757442081646506
PCDHB7	CS288	12.107015727993598
PCDHB7	CS290	12.095224305927518
PCDHB7	CS292	1.0136016438843358
