Species	sample	counts
Acidithiobacillus_ferrooxidans	CM317	0
Acidithiobacillus_ferrooxidans	CMCD140	0
Acidithiobacillus_ferrooxidans	CMCD147	2
Acidithiobacillus_ferrooxidans	CMCD152	18
Acidithiobacillus_ferrooxidans	CMCD154	2
Acidithiobacillus_ferrooxidans	CMCD159	1
Acidithiobacillus_ferrooxidans	CMCD161	0
Acidithiobacillus_ferrooxidans	CMCD174	0
Acidithiobacillus_ferrooxidans	CMCD196	0
Acidithiobacillus_ferrooxidans	CMCD198	0
Acidithiobacillus_ferrooxidans	CMCD203	1
Acidithiobacillus_ferrooxidans	CMCD211	32
Acidithiobacillus_ferrooxidans	CMCD227	23
Acidithiobacillus_ferrooxidans	CMCD240	13
Acidithiobacillus_ferrooxidans	CMCD259	22
Acidithiobacillus_ferrooxidans	CMCD270	0
Acidithiobacillus_ferrooxidans	CMCD275	0
Acidithiobacillus_ferrooxidans	CMCD282	0
Acidithiobacillus_ferrooxidans	CMCD286	21
Acidithiobacillus_ferrooxidans	CMCD287	19
Acidithiobacillus_ferrooxidans	CMCD294	0
Acidithiobacillus_ferrooxidans	CMCD327	0
Acidithiobacillus_ferrooxidans	CMCD335	0
Acidithiobacillus_ferrooxidans	CMCD337	0
Acidithiobacillus_ferrooxidans	CMCD357	0
Acidithiobacillus_ferrooxidans	CMCD398	1
Acidithiobacillus_ferrooxidans	CMCD403	0
Acidithiobacillus_ferrooxidans	CMCD422	1
Acidithiobacillus_ferrooxidans	CMCD426	0
Acidithiobacillus_ferrooxidans	CMCD71	0
Acidithiobacillus_ferrooxidans	CMCD72	0
Acidithiobacillus_ferrooxidans	CMCD76	96
Acidithiobacillus_ferrooxidans	CMCD88	37
Acidithiobacillus_ferrooxidans	CMSA256	20
Acidithiobacillus_ferrooxidans	CMSA316	5
Acidithiobacillus_ferrooxidans	CMUC110	9
Acidithiobacillus_ferrooxidans	CMUC192	0
Acidithiobacillus_ferrooxidans	CMUC199	5
Acidithiobacillus_ferrooxidans	CMUC200	0
Acidithiobacillus_ferrooxidans	CMUC208	0
