Species	sample	counts
Methylocaldum_marinum	CM317	15
Methylocaldum_marinum	CMCD140	12
Methylocaldum_marinum	CMCD147	82
Methylocaldum_marinum	CMCD152	1
Methylocaldum_marinum	CMCD154	4
Methylocaldum_marinum	CMCD159	62
Methylocaldum_marinum	CMCD161	6
Methylocaldum_marinum	CMCD174	98
Methylocaldum_marinum	CMCD196	1
Methylocaldum_marinum	CMCD198	8
Methylocaldum_marinum	CMCD203	4
Methylocaldum_marinum	CMCD211	0
Methylocaldum_marinum	CMCD227	0
Methylocaldum_marinum	CMCD240	2
Methylocaldum_marinum	CMCD259	0
Methylocaldum_marinum	CMCD270	0
Methylocaldum_marinum	CMCD275	14
Methylocaldum_marinum	CMCD282	4
Methylocaldum_marinum	CMCD286	0
Methylocaldum_marinum	CMCD287	0
Methylocaldum_marinum	CMCD294	2
Methylocaldum_marinum	CMCD327	0
Methylocaldum_marinum	CMCD335	1
Methylocaldum_marinum	CMCD337	35
Methylocaldum_marinum	CMCD357	4
Methylocaldum_marinum	CMCD398	1
Methylocaldum_marinum	CMCD403	2
Methylocaldum_marinum	CMCD422	2
Methylocaldum_marinum	CMCD426	3
Methylocaldum_marinum	CMCD71	0
Methylocaldum_marinum	CMCD72	9
Methylocaldum_marinum	CMCD76	0
Methylocaldum_marinum	CMCD88	0
Methylocaldum_marinum	CMSA256	1
Methylocaldum_marinum	CMSA316	12
Methylocaldum_marinum	CMUC110	0
Methylocaldum_marinum	CMUC192	0
Methylocaldum_marinum	CMUC199	4
Methylocaldum_marinum	CMUC200	0
Methylocaldum_marinum	CMUC208	6
Methylocaldum_marinum	CMUC231	0
Methylocaldum_marinum	CMUC234	1
Methylocaldum_marinum	CMUC285	2
Methylocaldum_marinum	CMUC291	2
Methylocaldum_marinum	CMUC295	2
Methylocaldum_marinum	CMUC299	0
Methylocaldum_marinum	CMUC301	1
Methylocaldum_marinum	CMUC307	2
Methylocaldum_marinum	CMUC313	42
Methylocaldum_marinum	CMUC314	10
Methylocaldum_marinum	CMUC323	2
Methylocaldum_marinum	CMUC324	7
Methylocaldum_marinum	CMUC331	1
Methylocaldum_marinum	CMUC333	2
Methylocaldum_marinum	CMUC334	4
Methylocaldum_marinum	CMUC346	26
Methylocaldum_marinum	CMUC352	4
Methylocaldum_marinum	CMUC360	9
Methylocaldum_marinum	CMUC363	13
Methylocaldum_marinum	CMUC365	9
Methylocaldum_marinum	CMUC366	4
Methylocaldum_marinum	CMUC368	2
Methylocaldum_marinum	CMUC377	0
Methylocaldum_marinum	CMUC379	21
Methylocaldum_marinum	CMUC380	1
Methylocaldum_marinum	CMUC383	18
Methylocaldum_marinum	CMUC394	24
Methylocaldum_marinum	CMUC419	11
Methylocaldum_marinum	CMUC427	0
Methylocaldum_marinum	CMUC428	1
Methylocaldum_marinum	CMUC431	1
Methylocaldum_marinum	CMUC435	3
Methylocaldum_marinum	CMUC439	3
Methylocaldum_marinum	CMUC89	0
Methylocaldum_marinum	CS219	2
Methylocaldum_marinum	CS256	0
Methylocaldum_marinum	CS257	27
Methylocaldum_marinum	CS259	2
Methylocaldum_marinum	CS261	7
Methylocaldum_marinum	CS266	57
Methylocaldum_marinum	CS270	10
Methylocaldum_marinum	CS277	9
Methylocaldum_marinum	CS288	10
Methylocaldum_marinum	CS290	1
Methylocaldum_marinum	CS292	9
Methylocaldum_marinum	CS293	8
Methylocaldum_marinum	CS301	7
Methylocaldum_marinum	CS306	29
Methylocaldum_marinum	CS308	0
Methylocaldum_marinum	CS315	6
Methylocaldum_marinum	CS317	95
Methylocaldum_marinum	CS322	8
Methylocaldum_marinum	CS327	8
Methylocaldum_marinum	CS328	19
Methylocaldum_marinum	CS330	123
Methylocaldum_marinum	CS331	10
Methylocaldum_marinum	CS335	22
Methylocaldum_marinum	CS338	10
Methylocaldum_marinum	CS339	2
Methylocaldum_marinum	CS343	3
Methylocaldum_marinum	CS344	4
Methylocaldum_marinum	CS350	34
Methylocaldum_marinum	CS351	6
Methylocaldum_marinum	CS361	1
Methylocaldum_marinum	CS388	6
Methylocaldum_marinum	CS396	1
Methylocaldum_marinum	CS405	1
Methylocaldum_marinum	CS415	34
Methylocaldum_marinum	CS424	18
Methylocaldum_marinum	IM293	1
Methylocaldum_marinum	IM296	21
Methylocaldum_marinum	IM297	13
Methylocaldum_marinum	IM300	0
Methylocaldum_marinum	IM305	3
Methylocaldum_marinum	IM309	25
Methylocaldum_marinum	IM310	4
Methylocaldum_marinum	IM311	5
Methylocaldum_marinum	IM316	13
Methylocaldum_marinum	IM320	5
Methylocaldum_marinum	IM330	3
Methylocaldum_marinum	IM332	14
Methylocaldum_marinum	IM340	59
Methylocaldum_marinum	IM348	1
Methylocaldum_marinum	IM354	0
Methylocaldum_marinum	IM356	15
Methylocaldum_marinum	IM364	6
Methylocaldum_marinum	IM372	12
Methylocaldum_marinum	IM374	39
Methylocaldum_marinum	IM376	6
Methylocaldum_marinum	IM381	14
Methylocaldum_marinum	IM382	24
Methylocaldum_marinum	IM385	0
Methylocaldum_marinum	IM390	29
Methylocaldum_marinum	IM397	3
Methylocaldum_marinum	IM404	2
Methylocaldum_marinum	IM409	1
Methylocaldum_marinum	IM412	7
Methylocaldum_marinum	IM421	9
Methylocaldum_marinum	IM425	45
Methylocaldum_marinum	IM432	6
Methylocaldum_marinum	IM438	0
Methylocaldum_marinum	IM442	2
Methylocaldum_marinum	IM445	4
Methylocaldum_marinum	IM448	17
Methylocaldum_marinum	IM449	7
Methylocaldum_marinum	IM451	5
Methylocaldum_marinum	IMSA256	0
Methylocaldum_marinum	IMSA276	0
Methylocaldum_marinum	IMSA286	0
Methylocaldum_marinum	IMSA343	22
Methylocaldum_marinum	IS_238	0
Methylocaldum_marinum	IS238	4
Methylocaldum_marinum	IS243	1
Methylocaldum_marinum	IS253	0
Methylocaldum_marinum	IS283	4
Methylocaldum_marinum	IS322	5
Methylocaldum_marinum	IS399	0
Methylocaldum_marinum	IS418	7
Methylocaldum_marinum	IS430	2
Methylocaldum_marinum	IS437	2
Methylocaldum_marinum	IS444	0
Methylocaldum_marinum	R276CMSA	5
Methylocaldum_marinum	R286CMSA	1
Methylocaldum_marinum	R292CMSA	3
Methylocaldum_marinum	R292IMSA	105
Methylocaldum_marinum	R308CMSA	5
Methylocaldum_marinum	R316IMSA	6
Methylocaldum_marinum	R347CMSA	10
Methylocaldum_marinum	R347IMSA	1
Methylocaldum_marinum	R371CMSA	2
Methylocaldum_marinum	SRR10104064	NA
Methylocaldum_marinum	SRR10104065	NA
Methylocaldum_marinum	SRR10104066	NA
Methylocaldum_marinum	SRR10104067	NA
Methylocaldum_marinum	SRR10104068	NA
Methylocaldum_marinum	SRR10104069	NA
Methylocaldum_marinum	SRR10104070	NA
Methylocaldum_marinum	SRR10104071	NA
Methylocaldum_marinum	SRR10104072	NA
Methylocaldum_marinum	SRR10104073	NA
Methylocaldum_marinum	SRR10104074	NA
Methylocaldum_marinum	SRR10104075	NA
Methylocaldum_marinum	SRR10104076	NA
Methylocaldum_marinum	SRR10104077	NA
Methylocaldum_marinum	SRR10104078	NA
Methylocaldum_marinum	SRR10104079	NA
Methylocaldum_marinum	SRR10104080	NA
Methylocaldum_marinum	SRR10104081	NA
Methylocaldum_marinum	SRR10104082	NA
Methylocaldum_marinum	SRR10104083	NA
Methylocaldum_marinum	SRR10104084	NA
Methylocaldum_marinum	SRR10104085	NA
Methylocaldum_marinum	SRR10104086	NA
Methylocaldum_marinum	SRR10104087	NA
Methylocaldum_marinum	SRR10104088	NA
Methylocaldum_marinum	SRR10104089	NA
Methylocaldum_marinum	SRR10104090	NA
Methylocaldum_marinum	SRR10104091	NA
Methylocaldum_marinum	SRR10104092	NA
Methylocaldum_marinum	SRR10104093	NA
