Species	sample	counts
Athalassotoga_saccharophila	CM317	0
Athalassotoga_saccharophila	CMCD140	0
Athalassotoga_saccharophila	CMCD147	1
Athalassotoga_saccharophila	CMCD152	0
Athalassotoga_saccharophila	CMCD154	0
Athalassotoga_saccharophila	CMCD159	0
Athalassotoga_saccharophila	CMCD161	0
Athalassotoga_saccharophila	CMCD174	7
Athalassotoga_saccharophila	CMCD196	0
Athalassotoga_saccharophila	CMCD198	0
Athalassotoga_saccharophila	CMCD203	0
Athalassotoga_saccharophila	CMCD211	0
Athalassotoga_saccharophila	CMCD227	0
Athalassotoga_saccharophila	CMCD240	0
Athalassotoga_saccharophila	CMCD259	0
Athalassotoga_saccharophila	CMCD270	0
Athalassotoga_saccharophila	CMCD275	0
Athalassotoga_saccharophila	CMCD282	0
Athalassotoga_saccharophila	CMCD286	0
Athalassotoga_saccharophila	CMCD287	0
Athalassotoga_saccharophila	CMCD294	0
Athalassotoga_saccharophila	CMCD327	0
Athalassotoga_saccharophila	CMCD335	0
Athalassotoga_saccharophila	CMCD337	0
Athalassotoga_saccharophila	CMCD357	0
Athalassotoga_saccharophila	CMCD398	0
Athalassotoga_saccharophila	CMCD403	1
Athalassotoga_saccharophila	CMCD422	0
Athalassotoga_saccharophila	CMCD426	0
Athalassotoga_saccharophila	CMCD71	0
Athalassotoga_saccharophila	CMCD72	1
Athalassotoga_saccharophila	CMCD76	0
Athalassotoga_saccharophila	CMCD88	0
Athalassotoga_saccharophila	CMSA256	0
Athalassotoga_saccharophila	CMSA316	1
Athalassotoga_saccharophila	CMUC110	0
Athalassotoga_saccharophila	CMUC192	0
Athalassotoga_saccharophila	CMUC199	0
Athalassotoga_saccharophila	CMUC200	0
Athalassotoga_saccharophila	CMUC208	0
Athalassotoga_saccharophila	CMUC231	0
Athalassotoga_saccharophila	CMUC234	0
Athalassotoga_saccharophila	CMUC285	0
Athalassotoga_saccharophila	CMUC291	0
Athalassotoga_saccharophila	CMUC295	0
Athalassotoga_saccharophila	CMUC299	0
Athalassotoga_saccharophila	CMUC301	0
Athalassotoga_saccharophila	CMUC307	0
Athalassotoga_saccharophila	CMUC313	0
Athalassotoga_saccharophila	CMUC314	0
Athalassotoga_saccharophila	CMUC323	0
Athalassotoga_saccharophila	CMUC324	0
Athalassotoga_saccharophila	CMUC331	0
Athalassotoga_saccharophila	CMUC333	0
Athalassotoga_saccharophila	CMUC334	0
Athalassotoga_saccharophila	CMUC346	0
Athalassotoga_saccharophila	CMUC352	0
Athalassotoga_saccharophila	CMUC360	0
Athalassotoga_saccharophila	CMUC363	0
Athalassotoga_saccharophila	CMUC365	0
Athalassotoga_saccharophila	CMUC366	0
Athalassotoga_saccharophila	CMUC368	0
Athalassotoga_saccharophila	CMUC377	0
Athalassotoga_saccharophila	CMUC379	2
Athalassotoga_saccharophila	CMUC380	0
Athalassotoga_saccharophila	CMUC383	0
Athalassotoga_saccharophila	CMUC394	3
Athalassotoga_saccharophila	CMUC419	0
Athalassotoga_saccharophila	CMUC427	0
Athalassotoga_saccharophila	CMUC428	0
Athalassotoga_saccharophila	CMUC431	0
Athalassotoga_saccharophila	CMUC435	1
Athalassotoga_saccharophila	CMUC439	0
Athalassotoga_saccharophila	CMUC89	0
Athalassotoga_saccharophila	CS219	0
Athalassotoga_saccharophila	CS256	0
Athalassotoga_saccharophila	CS257	5
Athalassotoga_saccharophila	CS259	0
Athalassotoga_saccharophila	CS261	1
Athalassotoga_saccharophila	CS266	1
Athalassotoga_saccharophila	CS270	1
Athalassotoga_saccharophila	CS277	0
Athalassotoga_saccharophila	CS288	0
Athalassotoga_saccharophila	CS290	0
Athalassotoga_saccharophila	CS292	0
Athalassotoga_saccharophila	CS293	0
Athalassotoga_saccharophila	CS301	2
Athalassotoga_saccharophila	CS306	0
Athalassotoga_saccharophila	CS308	0
Athalassotoga_saccharophila	CS315	0
Athalassotoga_saccharophila	CS317	2
Athalassotoga_saccharophila	CS322	0
Athalassotoga_saccharophila	CS327	0
Athalassotoga_saccharophila	CS328	2
Athalassotoga_saccharophila	CS330	3
Athalassotoga_saccharophila	CS331	0
Athalassotoga_saccharophila	CS335	0
Athalassotoga_saccharophila	CS338	0
Athalassotoga_saccharophila	CS339	0
Athalassotoga_saccharophila	CS343	0
Athalassotoga_saccharophila	CS344	0
