Species	sample	counts
Vibrio_rumoiensis	CM317	11
Vibrio_rumoiensis	CMCD140	18
Vibrio_rumoiensis	CMCD147	93
Vibrio_rumoiensis	CMCD152	0
Vibrio_rumoiensis	CMCD154	1
Vibrio_rumoiensis	CMCD159	77
Vibrio_rumoiensis	CMCD161	0
Vibrio_rumoiensis	CMCD174	91
Vibrio_rumoiensis	CMCD196	0
Vibrio_rumoiensis	CMCD198	10
Vibrio_rumoiensis	CMCD203	4
Vibrio_rumoiensis	CMCD211	0
Vibrio_rumoiensis	CMCD227	1
Vibrio_rumoiensis	CMCD240	0
Vibrio_rumoiensis	CMCD259	1
Vibrio_rumoiensis	CMCD270	0
Vibrio_rumoiensis	CMCD275	12
Vibrio_rumoiensis	CMCD282	2
Vibrio_rumoiensis	CMCD286	0
Vibrio_rumoiensis	CMCD287	1
Vibrio_rumoiensis	CMCD294	12
Vibrio_rumoiensis	CMCD327	6
Vibrio_rumoiensis	CMCD335	9
Vibrio_rumoiensis	CMCD337	1
Vibrio_rumoiensis	CMCD357	2
Vibrio_rumoiensis	CMCD398	1
Vibrio_rumoiensis	CMCD403	13
Vibrio_rumoiensis	CMCD422	1
Vibrio_rumoiensis	CMCD426	2
Vibrio_rumoiensis	CMCD71	0
Vibrio_rumoiensis	CMCD72	20
Vibrio_rumoiensis	CMCD76	1
Vibrio_rumoiensis	CMCD88	0
Vibrio_rumoiensis	CMSA256	0
Vibrio_rumoiensis	CMSA316	12
Vibrio_rumoiensis	CMUC110	0
Vibrio_rumoiensis	CMUC192	0
Vibrio_rumoiensis	CMUC199	1
Vibrio_rumoiensis	CMUC200	0
Vibrio_rumoiensis	CMUC208	3
Vibrio_rumoiensis	CMUC231	0
Vibrio_rumoiensis	CMUC234	0
Vibrio_rumoiensis	CMUC285	1
Vibrio_rumoiensis	CMUC291	0
Vibrio_rumoiensis	CMUC295	0
Vibrio_rumoiensis	CMUC299	0
Vibrio_rumoiensis	CMUC301	0
Vibrio_rumoiensis	CMUC307	1
Vibrio_rumoiensis	CMUC313	11
Vibrio_rumoiensis	CMUC314	23
Vibrio_rumoiensis	CMUC323	70
Vibrio_rumoiensis	CMUC324	1
Vibrio_rumoiensis	CMUC331	4
Vibrio_rumoiensis	CMUC333	8
Vibrio_rumoiensis	CMUC334	3
Vibrio_rumoiensis	CMUC346	6
Vibrio_rumoiensis	CMUC352	4
Vibrio_rumoiensis	CMUC360	6
Vibrio_rumoiensis	CMUC363	14
Vibrio_rumoiensis	CMUC365	6
Vibrio_rumoiensis	CMUC366	0
Vibrio_rumoiensis	CMUC368	1
Vibrio_rumoiensis	CMUC377	1
Vibrio_rumoiensis	CMUC379	29
Vibrio_rumoiensis	CMUC380	0
Vibrio_rumoiensis	CMUC383	11
Vibrio_rumoiensis	CMUC394	38
Vibrio_rumoiensis	CMUC419	10
Vibrio_rumoiensis	CMUC427	0
Vibrio_rumoiensis	CMUC428	0
Vibrio_rumoiensis	CMUC431	2
Vibrio_rumoiensis	CMUC435	3
Vibrio_rumoiensis	CMUC439	4
Vibrio_rumoiensis	CMUC89	0
Vibrio_rumoiensis	CS219	0
Vibrio_rumoiensis	CS256	0
Vibrio_rumoiensis	CS257	14
Vibrio_rumoiensis	CS259	1
Vibrio_rumoiensis	CS261	7
Vibrio_rumoiensis	CS266	32
Vibrio_rumoiensis	CS270	4
Vibrio_rumoiensis	CS277	16
Vibrio_rumoiensis	CS288	2
Vibrio_rumoiensis	CS290	0
Vibrio_rumoiensis	CS292	3
Vibrio_rumoiensis	CS293	10
Vibrio_rumoiensis	CS301	6
Vibrio_rumoiensis	CS306	15
Vibrio_rumoiensis	CS308	4
Vibrio_rumoiensis	CS315	3
Vibrio_rumoiensis	CS317	113
Vibrio_rumoiensis	CS322	3
Vibrio_rumoiensis	CS327	2
Vibrio_rumoiensis	CS328	31
Vibrio_rumoiensis	CS330	70
Vibrio_rumoiensis	CS331	7
Vibrio_rumoiensis	CS335	10
Vibrio_rumoiensis	CS338	4
Vibrio_rumoiensis	CS339	1
Vibrio_rumoiensis	CS343	2
Vibrio_rumoiensis	CS344	7
Vibrio_rumoiensis	CS350	23
Vibrio_rumoiensis	CS351	6
Vibrio_rumoiensis	CS361	0
Vibrio_rumoiensis	CS388	7
Vibrio_rumoiensis	CS396	3
Vibrio_rumoiensis	CS405	2
Vibrio_rumoiensis	CS415	39
Vibrio_rumoiensis	CS424	19
Vibrio_rumoiensis	IM293	0
Vibrio_rumoiensis	IM296	14
Vibrio_rumoiensis	IM297	11
Vibrio_rumoiensis	IM300	2
Vibrio_rumoiensis	IM305	0
Vibrio_rumoiensis	IM309	20
Vibrio_rumoiensis	IM310	1
Vibrio_rumoiensis	IM311	12
Vibrio_rumoiensis	IM316	12
Vibrio_rumoiensis	IM320	10
Vibrio_rumoiensis	IM330	2
Vibrio_rumoiensis	IM332	4
Vibrio_rumoiensis	IM340	101
Vibrio_rumoiensis	IM348	1
Vibrio_rumoiensis	IM354	0
Vibrio_rumoiensis	IM356	14
Vibrio_rumoiensis	IM364	7
Vibrio_rumoiensis	IM372	11
Vibrio_rumoiensis	IM374	85
Vibrio_rumoiensis	IM376	9
Vibrio_rumoiensis	IM381	14
Vibrio_rumoiensis	IM382	13
Vibrio_rumoiensis	IM385	0
Vibrio_rumoiensis	IM390	24
Vibrio_rumoiensis	IM397	4
Vibrio_rumoiensis	IM404	2
Vibrio_rumoiensis	IM409	3
Vibrio_rumoiensis	IM412	11
Vibrio_rumoiensis	IM421	14
Vibrio_rumoiensis	IM425	69
Vibrio_rumoiensis	IM432	20
Vibrio_rumoiensis	IM438	0
Vibrio_rumoiensis	IM442	2
Vibrio_rumoiensis	IM445	0
Vibrio_rumoiensis	IM448	37
Vibrio_rumoiensis	IM449	1
Vibrio_rumoiensis	IM451	5
Vibrio_rumoiensis	IMSA256	0
Vibrio_rumoiensis	IMSA276	0
Vibrio_rumoiensis	IMSA286	0
Vibrio_rumoiensis	IMSA343	12
Vibrio_rumoiensis	IS_238	1
Vibrio_rumoiensis	IS238	1
Vibrio_rumoiensis	IS243	0
Vibrio_rumoiensis	IS253	0
Vibrio_rumoiensis	IS283	4
Vibrio_rumoiensis	IS322	9
Vibrio_rumoiensis	IS399	2
Vibrio_rumoiensis	IS418	10
Vibrio_rumoiensis	IS430	5
Vibrio_rumoiensis	IS437	0
Vibrio_rumoiensis	IS444	1
Vibrio_rumoiensis	R276CMSA	5
Vibrio_rumoiensis	R286CMSA	0
Vibrio_rumoiensis	R292CMSA	0
Vibrio_rumoiensis	R292IMSA	38
Vibrio_rumoiensis	R308CMSA	15
Vibrio_rumoiensis	R316IMSA	0
Vibrio_rumoiensis	R347CMSA	35
Vibrio_rumoiensis	R347IMSA	7
Vibrio_rumoiensis	R371CMSA	1
Vibrio_rumoiensis	SRR10104064	NA
