Species	sample	counts
Elizabethkingia_ursingii	CM317	0
Elizabethkingia_ursingii	CMCD140	3
Elizabethkingia_ursingii	CMCD147	13
Elizabethkingia_ursingii	CMCD152	0
Elizabethkingia_ursingii	CMCD154	1
Elizabethkingia_ursingii	CMCD159	2
Elizabethkingia_ursingii	CMCD161	0
Elizabethkingia_ursingii	CMCD174	3
Elizabethkingia_ursingii	CMCD196	0
Elizabethkingia_ursingii	CMCD198	1
Elizabethkingia_ursingii	CMCD203	0
Elizabethkingia_ursingii	CMCD211	0
Elizabethkingia_ursingii	CMCD227	0
Elizabethkingia_ursingii	CMCD240	0
Elizabethkingia_ursingii	CMCD259	0
Elizabethkingia_ursingii	CMCD270	0
Elizabethkingia_ursingii	CMCD275	2
Elizabethkingia_ursingii	CMCD282	0
Elizabethkingia_ursingii	CMCD286	0
Elizabethkingia_ursingii	CMCD287	0
Elizabethkingia_ursingii	CMCD294	0
Elizabethkingia_ursingii	CMCD327	0
Elizabethkingia_ursingii	CMCD335	1
Elizabethkingia_ursingii	CMCD337	0
Elizabethkingia_ursingii	CMCD357	0
Elizabethkingia_ursingii	CMCD398	0
Elizabethkingia_ursingii	CMCD403	0
Elizabethkingia_ursingii	CMCD422	1
Elizabethkingia_ursingii	CMCD426	0
Elizabethkingia_ursingii	CMCD71	0
Elizabethkingia_ursingii	CMCD72	0
Elizabethkingia_ursingii	CMCD76	0
Elizabethkingia_ursingii	CMCD88	0
Elizabethkingia_ursingii	CMSA256	0
Elizabethkingia_ursingii	CMSA316	0
Elizabethkingia_ursingii	CMUC110	0
Elizabethkingia_ursingii	CMUC192	0
Elizabethkingia_ursingii	CMUC199	0
Elizabethkingia_ursingii	CMUC200	0
Elizabethkingia_ursingii	CMUC208	1
Elizabethkingia_ursingii	CMUC231	0
Elizabethkingia_ursingii	CMUC234	0
Elizabethkingia_ursingii	CMUC285	0
Elizabethkingia_ursingii	CMUC291	0
Elizabethkingia_ursingii	CMUC295	0
Elizabethkingia_ursingii	CMUC299	0
Elizabethkingia_ursingii	CMUC301	0
Elizabethkingia_ursingii	CMUC307	0
Elizabethkingia_ursingii	CMUC313	1
Elizabethkingia_ursingii	CMUC314	1
Elizabethkingia_ursingii	CMUC323	0
Elizabethkingia_ursingii	CMUC324	0
Elizabethkingia_ursingii	CMUC331	1
Elizabethkingia_ursingii	CMUC333	1
Elizabethkingia_ursingii	CMUC334	0
Elizabethkingia_ursingii	CMUC346	0
Elizabethkingia_ursingii	CMUC352	0
Elizabethkingia_ursingii	CMUC360	0
Elizabethkingia_ursingii	CMUC363	1
Elizabethkingia_ursingii	CMUC365	0
Elizabethkingia_ursingii	CMUC366	0
Elizabethkingia_ursingii	CMUC368	0
Elizabethkingia_ursingii	CMUC377	0
Elizabethkingia_ursingii	CMUC379	4
Elizabethkingia_ursingii	CMUC380	0
Elizabethkingia_ursingii	CMUC383	0
Elizabethkingia_ursingii	CMUC394	2
Elizabethkingia_ursingii	CMUC419	1
Elizabethkingia_ursingii	CMUC427	0
Elizabethkingia_ursingii	CMUC428	1
Elizabethkingia_ursingii	CMUC431	0
Elizabethkingia_ursingii	CMUC435	0
Elizabethkingia_ursingii	CMUC439	2
Elizabethkingia_ursingii	CMUC89	0
Elizabethkingia_ursingii	CS219	3
