Species	sample	counts
Methylophaga_frappieri	CM317	11
Methylophaga_frappieri	CMCD140	5
Methylophaga_frappieri	CMCD147	24
Methylophaga_frappieri	CMCD152	0
Methylophaga_frappieri	CMCD154	3
Methylophaga_frappieri	CMCD159	61
Methylophaga_frappieri	CMCD161	0
Methylophaga_frappieri	CMCD174	125
Methylophaga_frappieri	CMCD196	0
Methylophaga_frappieri	CMCD198	4
Methylophaga_frappieri	CMCD203	2
Methylophaga_frappieri	CMCD211	3
Methylophaga_frappieri	CMCD227	0
Methylophaga_frappieri	CMCD240	0
Methylophaga_frappieri	CMCD259	0
Methylophaga_frappieri	CMCD270	0
Methylophaga_frappieri	CMCD275	25
Methylophaga_frappieri	CMCD282	1
Methylophaga_frappieri	CMCD286	0
Methylophaga_frappieri	CMCD287	0
Methylophaga_frappieri	CMCD294	1
Methylophaga_frappieri	CMCD327	1
Methylophaga_frappieri	CMCD335	3
Methylophaga_frappieri	CMCD337	3
Methylophaga_frappieri	CMCD357	1
Methylophaga_frappieri	CMCD398	5
Methylophaga_frappieri	CMCD403	1
Methylophaga_frappieri	CMCD422	1
Methylophaga_frappieri	CMCD426	6
Methylophaga_frappieri	CMCD71	0
Methylophaga_frappieri	CMCD72	26
Methylophaga_frappieri	CMCD76	0
Methylophaga_frappieri	CMCD88	0
Methylophaga_frappieri	CMSA256	0
Methylophaga_frappieri	CMSA316	3
Methylophaga_frappieri	CMUC110	0
Methylophaga_frappieri	CMUC192	0
Methylophaga_frappieri	CMUC199	1
Methylophaga_frappieri	CMUC200	0
Methylophaga_frappieri	CMUC208	1
Methylophaga_frappieri	CMUC231	0
Methylophaga_frappieri	CMUC234	0
Methylophaga_frappieri	CMUC285	4
Methylophaga_frappieri	CMUC291	0
Methylophaga_frappieri	CMUC295	2
Methylophaga_frappieri	CMUC299	0
Methylophaga_frappieri	CMUC301	1
Methylophaga_frappieri	CMUC307	0
Methylophaga_frappieri	CMUC313	7
Methylophaga_frappieri	CMUC314	7
Methylophaga_frappieri	CMUC323	1
Methylophaga_frappieri	CMUC324	2
Methylophaga_frappieri	CMUC331	0
Methylophaga_frappieri	CMUC333	4
Methylophaga_frappieri	CMUC334	2
Methylophaga_frappieri	CMUC346	4
Methylophaga_frappieri	CMUC352	1
Methylophaga_frappieri	CMUC360	7
Methylophaga_frappieri	CMUC363	19
Methylophaga_frappieri	CMUC365	5
Methylophaga_frappieri	CMUC366	1
Methylophaga_frappieri	CMUC368	0
Methylophaga_frappieri	CMUC377	4
Methylophaga_frappieri	CMUC379	9
Methylophaga_frappieri	CMUC380	1
Methylophaga_frappieri	CMUC383	3
Methylophaga_frappieri	CMUC394	7
Methylophaga_frappieri	CMUC419	14
Methylophaga_frappieri	CMUC427	0
Methylophaga_frappieri	CMUC428	0
Methylophaga_frappieri	CMUC431	0
Methylophaga_frappieri	CMUC435	4
Methylophaga_frappieri	CMUC439	0
Methylophaga_frappieri	CMUC89	0
Methylophaga_frappieri	CS219	0
Methylophaga_frappieri	CS256	0
Methylophaga_frappieri	CS257	40
Methylophaga_frappieri	CS259	0
Methylophaga_frappieri	CS261	3
Methylophaga_frappieri	CS266	49
Methylophaga_frappieri	CS270	10
Methylophaga_frappieri	CS277	17
Methylophaga_frappieri	CS288	5
Methylophaga_frappieri	CS290	0
Methylophaga_frappieri	CS292	1
Methylophaga_frappieri	CS293	4
Methylophaga_frappieri	CS301	7
Methylophaga_frappieri	CS306	6
Methylophaga_frappieri	CS308	2
Methylophaga_frappieri	CS315	4
Methylophaga_frappieri	CS317	94
Methylophaga_frappieri	CS322	1
Methylophaga_frappieri	CS327	1
Methylophaga_frappieri	CS328	2
Methylophaga_frappieri	CS330	44
Methylophaga_frappieri	CS331	16
Methylophaga_frappieri	CS335	19
Methylophaga_frappieri	CS338	3
Methylophaga_frappieri	CS339	1
Methylophaga_frappieri	CS343	2
Methylophaga_frappieri	CS344	3
Methylophaga_frappieri	CS350	19
Methylophaga_frappieri	CS351	8
Methylophaga_frappieri	CS361	0
Methylophaga_frappieri	CS388	4
Methylophaga_frappieri	CS396	0
Methylophaga_frappieri	CS405	4
Methylophaga_frappieri	CS415	13
Methylophaga_frappieri	CS424	33
Methylophaga_frappieri	IM293	0
Methylophaga_frappieri	IM296	29
Methylophaga_frappieri	IM297	9
Methylophaga_frappieri	IM300	0
Methylophaga_frappieri	IM305	0
Methylophaga_frappieri	IM309	7
Methylophaga_frappieri	IM310	7
Methylophaga_frappieri	IM311	18
Methylophaga_frappieri	IM316	2
Methylophaga_frappieri	IM320	4
Methylophaga_frappieri	IM330	20
Methylophaga_frappieri	IM332	21
Methylophaga_frappieri	IM340	61
Methylophaga_frappieri	IM348	1
Methylophaga_frappieri	IM354	0
Methylophaga_frappieri	IM356	0
Methylophaga_frappieri	IM364	0
Methylophaga_frappieri	IM372	13
Methylophaga_frappieri	IM374	79
Methylophaga_frappieri	IM376	1
Methylophaga_frappieri	IM381	0
Methylophaga_frappieri	IM382	13
Methylophaga_frappieri	IM385	0
Methylophaga_frappieri	IM390	23
Methylophaga_frappieri	IM397	2
Methylophaga_frappieri	IM404	2
Methylophaga_frappieri	IM409	0
Methylophaga_frappieri	IM412	1
Methylophaga_frappieri	IM421	3
Methylophaga_frappieri	IM425	22
Methylophaga_frappieri	IM432	3
Methylophaga_frappieri	IM438	0
Methylophaga_frappieri	IM442	2
Methylophaga_frappieri	IM445	0
Methylophaga_frappieri	IM448	23
Methylophaga_frappieri	IM449	3
Methylophaga_frappieri	IM451	3
Methylophaga_frappieri	IMSA256	0
Methylophaga_frappieri	IMSA276	0
Methylophaga_frappieri	IMSA286	0
Methylophaga_frappieri	IMSA343	15
Methylophaga_frappieri	IS_238	0
Methylophaga_frappieri	IS238	0
Methylophaga_frappieri	IS243	0
Methylophaga_frappieri	IS253	0
Methylophaga_frappieri	IS283	0
Methylophaga_frappieri	IS322	2
Methylophaga_frappieri	IS399	2
Methylophaga_frappieri	IS418	11
Methylophaga_frappieri	IS430	0
Methylophaga_frappieri	IS437	1
Methylophaga_frappieri	IS444	1
Methylophaga_frappieri	R276CMSA	3
Methylophaga_frappieri	R286CMSA	0
Methylophaga_frappieri	R292CMSA	1
Methylophaga_frappieri	R292IMSA	48
Methylophaga_frappieri	R308CMSA	1
Methylophaga_frappieri	R316IMSA	1
Methylophaga_frappieri	R347CMSA	11
Methylophaga_frappieri	R347IMSA	3
Methylophaga_frappieri	R371CMSA	1
Methylophaga_frappieri	SRR10104064	NA
Methylophaga_frappieri	SRR10104065	NA
Methylophaga_frappieri	SRR10104066	NA
Methylophaga_frappieri	SRR10104067	NA
Methylophaga_frappieri	SRR10104068	NA
Methylophaga_frappieri	SRR10104069	NA
Methylophaga_frappieri	SRR10104070	NA
Methylophaga_frappieri	SRR10104071	NA
Methylophaga_frappieri	SRR10104072	NA
Methylophaga_frappieri	SRR10104073	NA
Methylophaga_frappieri	SRR10104074	NA
Methylophaga_frappieri	SRR10104075	NA
Methylophaga_frappieri	SRR10104076	NA
Methylophaga_frappieri	SRR10104077	NA
Methylophaga_frappieri	SRR10104078	NA
Methylophaga_frappieri	SRR10104079	NA
Methylophaga_frappieri	SRR10104080	NA
Methylophaga_frappieri	SRR10104081	NA
Methylophaga_frappieri	SRR10104082	NA
Methylophaga_frappieri	SRR10104083	NA
Methylophaga_frappieri	SRR10104084	NA
Methylophaga_frappieri	SRR10104085	NA
Methylophaga_frappieri	SRR10104086	NA
Methylophaga_frappieri	SRR10104087	NA
Methylophaga_frappieri	SRR10104088	NA
Methylophaga_frappieri	SRR10104089	NA
Methylophaga_frappieri	SRR10104090	NA
Methylophaga_frappieri	SRR10104091	NA
Methylophaga_frappieri	SRR10104092	NA
Methylophaga_frappieri	SRR10104093	NA
Methylophaga_frappieri	SRR10104094	NA
Methylophaga_frappieri	SRR10104095	NA
Methylophaga_frappieri	SRR10104096	NA
Methylophaga_frappieri	SRR10104097	NA
Methylophaga_frappieri	SRR10104098	NA
Methylophaga_frappieri	SRR10104099	NA
Methylophaga_frappieri	SRR10104100	NA
Methylophaga_frappieri	SRR10104101	NA
Methylophaga_frappieri	SRR10104102	NA
Methylophaga_frappieri	SRR10104103	NA
Methylophaga_frappieri	SRR10104104	NA
Methylophaga_frappieri	SRR10104105	NA
Methylophaga_frappieri	SRR10104106	NA
Methylophaga_frappieri	SRR10104107	NA
Methylophaga_frappieri	SRR10104108	NA
Methylophaga_frappieri	SRR10104109	NA
Methylophaga_frappieri	SRR10104110	NA
Methylophaga_frappieri	SRR10104111	NA
Methylophaga_frappieri	SRR10104112	NA
Methylophaga_frappieri	SRR10104113	NA
Methylophaga_frappieri	SRR10104114	NA
Methylophaga_frappieri	SRR10104115	NA
Methylophaga_frappieri	SRR10104116	NA
Methylophaga_frappieri	SRR10104117	NA
Methylophaga_frappieri	SRR10104118	NA
Methylophaga_frappieri	SRR10104119	NA
Methylophaga_frappieri	SRR10104120	NA
Methylophaga_frappieri	SRR10104121	NA
Methylophaga_frappieri	SRR10104122	NA
Methylophaga_frappieri	SRR10104123	NA
Methylophaga_frappieri	SRR10104124	NA
Methylophaga_frappieri	SRR10104125	NA
Methylophaga_frappieri	SRR10104126	NA
Methylophaga_frappieri	SRR10104127	NA
Methylophaga_frappieri	SRR10104128	NA
Methylophaga_frappieri	SRR10104129	NA
Methylophaga_frappieri	SRR10104130	NA
Methylophaga_frappieri	SRR10104131	NA
Methylophaga_frappieri	SRR10104132	NA
Methylophaga_frappieri	SRR10104133	NA
Methylophaga_frappieri	SRR10104134	NA
