Feature	sample	counts
Thermales	CM317	43
Thermales	CMCD140	100
Thermales	CMCD147	451
Thermales	CMCD152	1
Thermales	CMCD154	11
Thermales	CMCD159	269
Thermales	CMCD161	6
Thermales	CMCD174	457
Thermales	CMCD196	19
Thermales	CMCD198	33
Thermales	CMCD203	51
Thermales	CMCD211	1
Thermales	CMCD227	0
Thermales	CMCD240	0
Thermales	CMCD259	2
Thermales	CMCD270	7
Thermales	CMCD275	42
Thermales	CMCD282	23
Thermales	CMCD286	2
Thermales	CMCD287	1
Thermales	CMCD294	52
Thermales	CMCD327	9
Thermales	CMCD335	31
Thermales	CMCD337	25
Thermales	CMCD357	11
Thermales	CMCD398	4
Thermales	CMCD403	79
Thermales	CMCD422	15
Thermales	CMCD426	16
Thermales	CMCD71	6
Thermales	CMCD72	94
Thermales	CMCD76	4
Thermales	CMCD88	3
Thermales	CMSA256	2
Thermales	CMSA316	53
Thermales	CMUC110	4
Thermales	CMUC192	6
Thermales	CMUC199	15
Thermales	CMUC200	4
Thermales	CMUC208	6
Thermales	CMUC231	3
Thermales	CMUC234	4
Thermales	CMUC285	3
Thermales	CMUC291	5
Thermales	CMUC295	15
Thermales	CMUC299	1
Thermales	CMUC301	4
Thermales	CMUC307	2
Thermales	CMUC313	92
Thermales	CMUC314	65
Thermales	CMUC323	34
Thermales	CMUC324	7
Thermales	CMUC331	16
Thermales	CMUC333	22
Thermales	CMUC334	10
Thermales	CMUC346	72
Thermales	CMUC352	9
Thermales	CMUC360	38
Thermales	CMUC363	100
Thermales	CMUC365	19
Thermales	CMUC366	6
Thermales	CMUC368	6
Thermales	CMUC377	17
Thermales	CMUC379	131
Thermales	CMUC380	2
Thermales	CMUC383	45
Thermales	CMUC394	59
Thermales	CMUC419	86
Thermales	CMUC427	5
Thermales	CMUC428	5
Thermales	CMUC431	3
Thermales	CMUC435	19
Thermales	CMUC439	11
Thermales	CMUC89	0
Thermales	CS219	10
Thermales	CS256	1
Thermales	CS257	281
Thermales	CS259	3
Thermales	CS261	46
Thermales	CS266	255
Thermales	CS270	18
Thermales	CS277	98
Thermales	CS288	77
Thermales	CS290	3
Thermales	CS292	23
Thermales	CS293	24
Thermales	CS301	72
Thermales	CS306	69
Thermales	CS308	19
Thermales	CS315	76
Thermales	CS317	467
Thermales	CS322	23
Thermales	CS327	30
Thermales	CS328	167
Thermales	CS330	442
Thermales	CS331	212
Thermales	CS335	215
Thermales	CS338	35
Thermales	CS339	1
Thermales	CS343	28
Thermales	CS344	18
Thermales	CS350	184
Thermales	CS351	17
Thermales	CS361	13
Thermales	CS388	71
Thermales	CS396	2
Thermales	CS405	10
Thermales	CS415	134
Thermales	CS424	88
Thermales	IM293	8
Thermales	IM296	297
Thermales	IM297	41
Thermales	IM300	8
Thermales	IM305	12
Thermales	IM309	46
Thermales	IM310	29
Thermales	IM311	106
Thermales	IM316	38
Thermales	IM320	52
Thermales	IM330	20
Thermales	IM332	43
Thermales	IM340	363
Thermales	IM348	2
Thermales	IM354	2
Thermales	IM356	73
Thermales	IM364	14
Thermales	IM372	52
Thermales	IM374	215
Thermales	IM376	23
Thermales	IM381	108
Thermales	IM382	69
Thermales	IM385	1
Thermales	IM390	26
Thermales	IM397	13
Thermales	IM404	2
Thermales	IM409	13
Thermales	IM412	27
Thermales	IM421	7
Thermales	IM425	268
Thermales	IM432	27
Thermales	IM438	0
Thermales	IM442	21
Thermales	IM445	10
Thermales	IM448	100
Thermales	IM449	4
Thermales	IM451	6
Thermales	IMSA256	0
Thermales	IMSA276	4
Thermales	IMSA286	5
Thermales	IMSA343	83
Thermales	IS_238	2
Thermales	IS238	26
Thermales	IS243	2
Thermales	IS253	0
Thermales	IS283	1
Thermales	IS322	39
Thermales	IS399	6
Thermales	IS418	84
Thermales	IS430	14
Thermales	IS437	12
Thermales	IS444	10
Thermales	R276CMSA	12
Thermales	R286CMSA	1
Thermales	R292CMSA	11
Thermales	R292IMSA	165
Thermales	R308CMSA	25
Thermales	R316IMSA	5
Thermales	R347CMSA	53
Thermales	R347IMSA	20
Thermales	R371CMSA	51
Thermales	SRR10104064	NA
Thermales	SRR10104065	NA
Thermales	SRR10104066	NA
Thermales	SRR10104067	NA
Thermales	SRR10104068	NA
Thermales	SRR10104069	NA
Thermales	SRR10104070	NA
Thermales	SRR10104071	NA
Thermales	SRR10104072	NA
