Species	sample	counts
Comamonas_thiooxydans	CM317	141
Comamonas_thiooxydans	CMCD140	160
Comamonas_thiooxydans	CMCD147	710
Comamonas_thiooxydans	CMCD152	3
Comamonas_thiooxydans	CMCD154	67
Comamonas_thiooxydans	CMCD159	826
Comamonas_thiooxydans	CMCD161	8
Comamonas_thiooxydans	CMCD174	1143
Comamonas_thiooxydans	CMCD196	9
Comamonas_thiooxydans	CMCD198	70
Comamonas_thiooxydans	CMCD203	44
Comamonas_thiooxydans	CMCD211	0
Comamonas_thiooxydans	CMCD227	0
Comamonas_thiooxydans	CMCD240	0
Comamonas_thiooxydans	CMCD259	4
Comamonas_thiooxydans	CMCD270	1
Comamonas_thiooxydans	CMCD275	73
Comamonas_thiooxydans	CMCD282	27
Comamonas_thiooxydans	CMCD286	1
Comamonas_thiooxydans	CMCD287	0
Comamonas_thiooxydans	CMCD294	28
Comamonas_thiooxydans	CMCD327	11
Comamonas_thiooxydans	CMCD335	35
Comamonas_thiooxydans	CMCD337	12
Comamonas_thiooxydans	CMCD357	26
Comamonas_thiooxydans	CMCD398	7
Comamonas_thiooxydans	CMCD403	101
Comamonas_thiooxydans	CMCD422	28
Comamonas_thiooxydans	CMCD426	33
Comamonas_thiooxydans	CMCD71	24
Comamonas_thiooxydans	CMCD72	122
Comamonas_thiooxydans	CMCD76	4
Comamonas_thiooxydans	CMCD88	0
Comamonas_thiooxydans	CMSA256	2
Comamonas_thiooxydans	CMSA316	154
Comamonas_thiooxydans	CMUC110	0
Comamonas_thiooxydans	CMUC192	5
Comamonas_thiooxydans	CMUC199	14
Comamonas_thiooxydans	CMUC200	0
Comamonas_thiooxydans	CMUC208	18
Comamonas_thiooxydans	CMUC231	1
Comamonas_thiooxydans	CMUC234	4
Comamonas_thiooxydans	CMUC285	4
Comamonas_thiooxydans	CMUC291	2
Comamonas_thiooxydans	CMUC295	8
Comamonas_thiooxydans	CMUC299	0
Comamonas_thiooxydans	CMUC301	1
Comamonas_thiooxydans	CMUC307	2
Comamonas_thiooxydans	CMUC313	107
Comamonas_thiooxydans	CMUC314	90
Comamonas_thiooxydans	CMUC323	28
Comamonas_thiooxydans	CMUC324	14
Comamonas_thiooxydans	CMUC331	19
Comamonas_thiooxydans	CMUC333	28
Comamonas_thiooxydans	CMUC334	24
Comamonas_thiooxydans	CMUC346	139
Comamonas_thiooxydans	CMUC352	36
Comamonas_thiooxydans	CMUC360	85
Comamonas_thiooxydans	CMUC363	188
Comamonas_thiooxydans	CMUC365	40
Comamonas_thiooxydans	CMUC366	20
Comamonas_thiooxydans	CMUC368	22
Comamonas_thiooxydans	CMUC377	30
Comamonas_thiooxydans	CMUC379	247
Comamonas_thiooxydans	CMUC380	26
Comamonas_thiooxydans	CMUC383	127
Comamonas_thiooxydans	CMUC394	112
Comamonas_thiooxydans	CMUC419	92
Comamonas_thiooxydans	CMUC427	7
Comamonas_thiooxydans	CMUC428	6
Comamonas_thiooxydans	CMUC431	18
Comamonas_thiooxydans	CMUC435	40
Comamonas_thiooxydans	CMUC439	22
Comamonas_thiooxydans	CMUC89	2
Comamonas_thiooxydans	CS219	10
Comamonas_thiooxydans	CS256	3
Comamonas_thiooxydans	CS257	326
Comamonas_thiooxydans	CS259	7
Comamonas_thiooxydans	CS261	50
Comamonas_thiooxydans	CS266	653
Comamonas_thiooxydans	CS270	49
Comamonas_thiooxydans	CS277	158
Comamonas_thiooxydans	CS288	612
Comamonas_thiooxydans	CS290	1
Comamonas_thiooxydans	CS292	22
Comamonas_thiooxydans	CS293	79
Comamonas_thiooxydans	CS301	134
Comamonas_thiooxydans	CS306	78
Comamonas_thiooxydans	CS308	19
Comamonas_thiooxydans	CS315	98
Comamonas_thiooxydans	CS317	924
Comamonas_thiooxydans	CS322	23
Comamonas_thiooxydans	CS327	30
Comamonas_thiooxydans	CS328	281
Comamonas_thiooxydans	CS330	964
Comamonas_thiooxydans	CS331	315
Comamonas_thiooxydans	CS335	173
Comamonas_thiooxydans	CS338	40
Comamonas_thiooxydans	CS339	13
Comamonas_thiooxydans	CS343	25
Comamonas_thiooxydans	CS344	24
Comamonas_thiooxydans	CS350	318
Comamonas_thiooxydans	CS351	40
Comamonas_thiooxydans	CS361	24
Comamonas_thiooxydans	CS388	112
Comamonas_thiooxydans	CS396	9
Comamonas_thiooxydans	CS405	25
Comamonas_thiooxydans	CS415	274
Comamonas_thiooxydans	CS424	169
Comamonas_thiooxydans	IM293	13
Comamonas_thiooxydans	IM296	204
Comamonas_thiooxydans	IM297	80
Comamonas_thiooxydans	IM300	1
Comamonas_thiooxydans	IM305	35
Comamonas_thiooxydans	IM309	155
Comamonas_thiooxydans	IM310	51
Comamonas_thiooxydans	IM311	122
Comamonas_thiooxydans	IM316	63
Comamonas_thiooxydans	IM320	105
Comamonas_thiooxydans	IM330	57
Comamonas_thiooxydans	IM332	144
Comamonas_thiooxydans	IM340	685
Comamonas_thiooxydans	IM348	22
Comamonas_thiooxydans	IM354	3
Comamonas_thiooxydans	IM356	152
Comamonas_thiooxydans	IM364	43
Comamonas_thiooxydans	IM372	72
Comamonas_thiooxydans	IM374	369
Comamonas_thiooxydans	IM376	64
Comamonas_thiooxydans	IM381	68
Comamonas_thiooxydans	IM382	147
Comamonas_thiooxydans	IM385	0
Comamonas_thiooxydans	IM390	267
Comamonas_thiooxydans	IM397	49
Comamonas_thiooxydans	IM404	9
Comamonas_thiooxydans	IM409	24
Comamonas_thiooxydans	IM412	28
Comamonas_thiooxydans	IM421	44
Comamonas_thiooxydans	IM425	580
Comamonas_thiooxydans	IM432	49
Comamonas_thiooxydans	IM438	3
Comamonas_thiooxydans	IM442	31
Comamonas_thiooxydans	IM445	19
Comamonas_thiooxydans	IM448	176
Comamonas_thiooxydans	IM449	19
Comamonas_thiooxydans	IM451	33
Comamonas_thiooxydans	IMSA256	0
Comamonas_thiooxydans	IMSA276	3
Comamonas_thiooxydans	IMSA286	1
Comamonas_thiooxydans	IMSA343	185
Comamonas_thiooxydans	IS_238	2
Comamonas_thiooxydans	IS238	11
Comamonas_thiooxydans	IS243	6
Comamonas_thiooxydans	IS253	2
Comamonas_thiooxydans	IS283	9
Comamonas_thiooxydans	IS322	90
Comamonas_thiooxydans	IS399	11
Comamonas_thiooxydans	IS418	100
Comamonas_thiooxydans	IS430	19
Comamonas_thiooxydans	IS437	23
Comamonas_thiooxydans	IS444	21
Comamonas_thiooxydans	R276CMSA	56
Comamonas_thiooxydans	R286CMSA	0
Comamonas_thiooxydans	R292CMSA	12
Comamonas_thiooxydans	R292IMSA	500
Comamonas_thiooxydans	R308CMSA	63
Comamonas_thiooxydans	R316IMSA	34
Comamonas_thiooxydans	R347CMSA	171
Comamonas_thiooxydans	R347IMSA	54
Comamonas_thiooxydans	R371CMSA	29
Comamonas_thiooxydans	SRR10104064	NA
Comamonas_thiooxydans	SRR10104065	NA
Comamonas_thiooxydans	SRR10104066	NA
Comamonas_thiooxydans	SRR10104067	NA
Comamonas_thiooxydans	SRR10104068	NA
Comamonas_thiooxydans	SRR10104069	NA
Comamonas_thiooxydans	SRR10104070	NA
Comamonas_thiooxydans	SRR10104071	NA
Comamonas_thiooxydans	SRR10104072	NA
Comamonas_thiooxydans	SRR10104073	NA
Comamonas_thiooxydans	SRR10104074	NA
Comamonas_thiooxydans	SRR10104075	NA
Comamonas_thiooxydans	SRR10104076	NA
Comamonas_thiooxydans	SRR10104077	NA
Comamonas_thiooxydans	SRR10104078	NA
Comamonas_thiooxydans	SRR10104079	NA
Comamonas_thiooxydans	SRR10104080	NA
Comamonas_thiooxydans	SRR10104081	NA
Comamonas_thiooxydans	SRR10104082	NA
Comamonas_thiooxydans	SRR10104083	NA
Comamonas_thiooxydans	SRR10104084	NA
Comamonas_thiooxydans	SRR10104085	NA
Comamonas_thiooxydans	SRR10104086	NA
Comamonas_thiooxydans	SRR10104087	NA
Comamonas_thiooxydans	SRR10104088	NA
Comamonas_thiooxydans	SRR10104089	NA
Comamonas_thiooxydans	SRR10104090	NA
Comamonas_thiooxydans	SRR10104091	NA
