Feature	sample	counts
Jonesiaceae	CM317	3
Jonesiaceae	CMCD140	1
Jonesiaceae	CMCD147	34
Jonesiaceae	CMCD152	0
Jonesiaceae	CMCD154	0
Jonesiaceae	CMCD159	18
Jonesiaceae	CMCD161	0
Jonesiaceae	CMCD174	28
Jonesiaceae	CMCD196	0
Jonesiaceae	CMCD198	0
Jonesiaceae	CMCD203	1
Jonesiaceae	CMCD211	0
Jonesiaceae	CMCD227	0
Jonesiaceae	CMCD240	1
Jonesiaceae	CMCD259	0
Jonesiaceae	CMCD270	0
Jonesiaceae	CMCD275	0
Jonesiaceae	CMCD282	2
Jonesiaceae	CMCD286	0
Jonesiaceae	CMCD287	0
Jonesiaceae	CMCD294	5
Jonesiaceae	CMCD327	2
Jonesiaceae	CMCD335	5
Jonesiaceae	CMCD337	0
Jonesiaceae	CMCD357	0
Jonesiaceae	CMCD398	0
Jonesiaceae	CMCD403	0
Jonesiaceae	CMCD422	0
Jonesiaceae	CMCD426	4
Jonesiaceae	CMCD71	0
Jonesiaceae	CMCD72	3
Jonesiaceae	CMCD76	0
Jonesiaceae	CMCD88	0
Jonesiaceae	CMSA256	0
Jonesiaceae	CMSA316	0
Jonesiaceae	CMUC110	0
Jonesiaceae	CMUC192	0
Jonesiaceae	CMUC199	1
Jonesiaceae	CMUC200	1
Jonesiaceae	CMUC208	0
Jonesiaceae	CMUC231	0
Jonesiaceae	CMUC234	0
Jonesiaceae	CMUC285	0
Jonesiaceae	CMUC291	0
Jonesiaceae	CMUC295	0
Jonesiaceae	CMUC299	0
Jonesiaceae	CMUC301	0
Jonesiaceae	CMUC307	0
Jonesiaceae	CMUC313	3
Jonesiaceae	CMUC314	2
Jonesiaceae	CMUC323	25
Jonesiaceae	CMUC324	0
Jonesiaceae	CMUC331	0
Jonesiaceae	CMUC333	1
Jonesiaceae	CMUC334	4
Jonesiaceae	CMUC346	7
Jonesiaceae	CMUC352	2
Jonesiaceae	CMUC360	0
Jonesiaceae	CMUC363	0
Jonesiaceae	CMUC365	3
Jonesiaceae	CMUC366	0
Jonesiaceae	CMUC368	2
Jonesiaceae	CMUC377	0
Jonesiaceae	CMUC379	6
Jonesiaceae	CMUC380	0
Jonesiaceae	CMUC383	1
Jonesiaceae	CMUC394	11
Jonesiaceae	CMUC419	0
Jonesiaceae	CMUC427	0
Jonesiaceae	CMUC428	0
Jonesiaceae	CMUC431	0
Jonesiaceae	CMUC435	1
Jonesiaceae	CMUC439	2
Jonesiaceae	CMUC89	0
Jonesiaceae	CS219	0
Jonesiaceae	CS256	0
Jonesiaceae	CS257	2
Jonesiaceae	CS259	0
Jonesiaceae	CS261	1
Jonesiaceae	CS266	0
Jonesiaceae	CS270	0
Jonesiaceae	CS277	1
Jonesiaceae	CS288	3
Jonesiaceae	CS290	0
Jonesiaceae	CS292	0
Jonesiaceae	CS293	7
Jonesiaceae	CS301	1
Jonesiaceae	CS306	5
Jonesiaceae	CS308	0
Jonesiaceae	CS315	9
Jonesiaceae	CS317	19
Jonesiaceae	CS322	0
Jonesiaceae	CS327	1
Jonesiaceae	CS328	2
Jonesiaceae	CS330	148
Jonesiaceae	CS331	2
Jonesiaceae	CS335	9
Jonesiaceae	CS338	1
Jonesiaceae	CS339	1
Jonesiaceae	CS343	1
Jonesiaceae	CS344	0
Jonesiaceae	CS350	0
Jonesiaceae	CS351	2
Jonesiaceae	CS361	0
Jonesiaceae	CS388	6
Jonesiaceae	CS396	0
Jonesiaceae	CS405	1
Jonesiaceae	CS415	0
Jonesiaceae	CS424	22
Jonesiaceae	IM293	0
Jonesiaceae	IM296	47
Jonesiaceae	IM297	6
Jonesiaceae	IM300	0
Jonesiaceae	IM305	1
Jonesiaceae	IM309	4
Jonesiaceae	IM310	0
Jonesiaceae	IM311	6
Jonesiaceae	IM316	0
Jonesiaceae	IM320	5
Jonesiaceae	IM330	0
Jonesiaceae	IM332	1
Jonesiaceae	IM340	0
Jonesiaceae	IM348	0
Jonesiaceae	IM354	0
