Species	sample	counts
Marinilactibacillus_sp._15R	CM317	13
Marinilactibacillus_sp._15R	CMCD140	8
Marinilactibacillus_sp._15R	CMCD147	28
Marinilactibacillus_sp._15R	CMCD152	0
Marinilactibacillus_sp._15R	CMCD154	0
Marinilactibacillus_sp._15R	CMCD159	2
Marinilactibacillus_sp._15R	CMCD161	0
Marinilactibacillus_sp._15R	CMCD174	25
Marinilactibacillus_sp._15R	CMCD196	0
Marinilactibacillus_sp._15R	CMCD198	3
Marinilactibacillus_sp._15R	CMCD203	1
Marinilactibacillus_sp._15R	CMCD211	0
Marinilactibacillus_sp._15R	CMCD227	0
Marinilactibacillus_sp._15R	CMCD240	0
Marinilactibacillus_sp._15R	CMCD259	0
Marinilactibacillus_sp._15R	CMCD270	0
Marinilactibacillus_sp._15R	CMCD275	1
Marinilactibacillus_sp._15R	CMCD282	0
Marinilactibacillus_sp._15R	CMCD286	0
Marinilactibacillus_sp._15R	CMCD287	0
Marinilactibacillus_sp._15R	CMCD294	2
Marinilactibacillus_sp._15R	CMCD327	2
Marinilactibacillus_sp._15R	CMCD335	4
Marinilactibacillus_sp._15R	CMCD337	0
Marinilactibacillus_sp._15R	CMCD357	0
Marinilactibacillus_sp._15R	CMCD398	0
Marinilactibacillus_sp._15R	CMCD403	0
Marinilactibacillus_sp._15R	CMCD422	0
Marinilactibacillus_sp._15R	CMCD426	0
Marinilactibacillus_sp._15R	CMCD71	2
Marinilactibacillus_sp._15R	CMCD72	5
Marinilactibacillus_sp._15R	CMCD76	0
Marinilactibacillus_sp._15R	CMCD88	1
Marinilactibacillus_sp._15R	CMSA256	0
Marinilactibacillus_sp._15R	CMSA316	1
Marinilactibacillus_sp._15R	CMUC110	0
Marinilactibacillus_sp._15R	CMUC192	0
Marinilactibacillus_sp._15R	CMUC199	1
Marinilactibacillus_sp._15R	CMUC200	0
Marinilactibacillus_sp._15R	CMUC208	0
Marinilactibacillus_sp._15R	CMUC231	0
Marinilactibacillus_sp._15R	CMUC234	0
Marinilactibacillus_sp._15R	CMUC285	0
Marinilactibacillus_sp._15R	CMUC291	0
Marinilactibacillus_sp._15R	CMUC295	0
Marinilactibacillus_sp._15R	CMUC299	0
Marinilactibacillus_sp._15R	CMUC301	0
Marinilactibacillus_sp._15R	CMUC307	0
Marinilactibacillus_sp._15R	CMUC313	2
Marinilactibacillus_sp._15R	CMUC314	2
Marinilactibacillus_sp._15R	CMUC323	6
Marinilactibacillus_sp._15R	CMUC324	0
Marinilactibacillus_sp._15R	CMUC331	0
Marinilactibacillus_sp._15R	CMUC333	5
Marinilactibacillus_sp._15R	CMUC334	1
Marinilactibacillus_sp._15R	CMUC346	2
Marinilactibacillus_sp._15R	CMUC352	7
Marinilactibacillus_sp._15R	CMUC360	0
Marinilactibacillus_sp._15R	CMUC363	9
Marinilactibacillus_sp._15R	CMUC365	3
Marinilactibacillus_sp._15R	CMUC366	3
Marinilactibacillus_sp._15R	CMUC368	1
Marinilactibacillus_sp._15R	CMUC377	0
Marinilactibacillus_sp._15R	CMUC379	12
Marinilactibacillus_sp._15R	CMUC380	0
Marinilactibacillus_sp._15R	CMUC383	1
Marinilactibacillus_sp._15R	CMUC394	5
Marinilactibacillus_sp._15R	CMUC419	0
Marinilactibacillus_sp._15R	CMUC427	0
Marinilactibacillus_sp._15R	CMUC428	1
Marinilactibacillus_sp._15R	CMUC431	0
Marinilactibacillus_sp._15R	CMUC435	0
Marinilactibacillus_sp._15R	CMUC439	0
Marinilactibacillus_sp._15R	CMUC89	0
Marinilactibacillus_sp._15R	CS219	0
Marinilactibacillus_sp._15R	CS256	0
Marinilactibacillus_sp._15R	CS257	1
Marinilactibacillus_sp._15R	CS259	0
Marinilactibacillus_sp._15R	CS261	0
Marinilactibacillus_sp._15R	CS266	10
Marinilactibacillus_sp._15R	CS270	1
Marinilactibacillus_sp._15R	CS277	7
Marinilactibacillus_sp._15R	CS288	1
Marinilactibacillus_sp._15R	CS290	0
Marinilactibacillus_sp._15R	CS292	5
Marinilactibacillus_sp._15R	CS293	7
Marinilactibacillus_sp._15R	CS301	3
Marinilactibacillus_sp._15R	CS306	45
Marinilactibacillus_sp._15R	CS308	0
Marinilactibacillus_sp._15R	CS315	0
Marinilactibacillus_sp._15R	CS317	31
Marinilactibacillus_sp._15R	CS322	2
Marinilactibacillus_sp._15R	CS327	0
Marinilactibacillus_sp._15R	CS328	17
Marinilactibacillus_sp._15R	CS330	34
Marinilactibacillus_sp._15R	CS331	6
Marinilactibacillus_sp._15R	CS335	2
Marinilactibacillus_sp._15R	CS338	0
Marinilactibacillus_sp._15R	CS339	2
Marinilactibacillus_sp._15R	CS343	1
Marinilactibacillus_sp._15R	CS344	1
Marinilactibacillus_sp._15R	CS350	26
Marinilactibacillus_sp._15R	CS351	0
Marinilactibacillus_sp._15R	CS361	0
Marinilactibacillus_sp._15R	CS388	0
Marinilactibacillus_sp._15R	CS396	0
Marinilactibacillus_sp._15R	CS405	0
Marinilactibacillus_sp._15R	CS415	0
Marinilactibacillus_sp._15R	CS424	14
Marinilactibacillus_sp._15R	IM293	0
Marinilactibacillus_sp._15R	IM296	59
Marinilactibacillus_sp._15R	IM297	0
Marinilactibacillus_sp._15R	IM300	1
Marinilactibacillus_sp._15R	IM305	0
Marinilactibacillus_sp._15R	IM309	6
Marinilactibacillus_sp._15R	IM310	0
Marinilactibacillus_sp._15R	IM311	1
Marinilactibacillus_sp._15R	IM316	1
Marinilactibacillus_sp._15R	IM320	2
Marinilactibacillus_sp._15R	IM330	0
Marinilactibacillus_sp._15R	IM332	1
Marinilactibacillus_sp._15R	IM340	11
Marinilactibacillus_sp._15R	IM348	0
Marinilactibacillus_sp._15R	IM354	0
Marinilactibacillus_sp._15R	IM356	6
Marinilactibacillus_sp._15R	IM364	5
Marinilactibacillus_sp._15R	IM372	5
Marinilactibacillus_sp._15R	IM374	9
Marinilactibacillus_sp._15R	IM376	4
Marinilactibacillus_sp._15R	IM381	5
Marinilactibacillus_sp._15R	IM382	1
Marinilactibacillus_sp._15R	IM385	0
Marinilactibacillus_sp._15R	IM390	8
Marinilactibacillus_sp._15R	IM397	1
Marinilactibacillus_sp._15R	IM404	0
Marinilactibacillus_sp._15R	IM409	0
Marinilactibacillus_sp._15R	IM412	5
Marinilactibacillus_sp._15R	IM421	0
Marinilactibacillus_sp._15R	IM425	30
Marinilactibacillus_sp._15R	IM432	0
Marinilactibacillus_sp._15R	IM438	1
Marinilactibacillus_sp._15R	IM442	1
Marinilactibacillus_sp._15R	IM445	0
Marinilactibacillus_sp._15R	IM448	11
Marinilactibacillus_sp._15R	IM449	62
Marinilactibacillus_sp._15R	IM451	1
Marinilactibacillus_sp._15R	IMSA256	0
Marinilactibacillus_sp._15R	IMSA276	0
Marinilactibacillus_sp._15R	IMSA286	0
Marinilactibacillus_sp._15R	IMSA343	5
Marinilactibacillus_sp._15R	IS_238	0
Marinilactibacillus_sp._15R	IS238	0
Marinilactibacillus_sp._15R	IS243	0
Marinilactibacillus_sp._15R	IS253	0
Marinilactibacillus_sp._15R	IS283	0
Marinilactibacillus_sp._15R	IS322	3
Marinilactibacillus_sp._15R	IS399	0
Marinilactibacillus_sp._15R	IS418	2
Marinilactibacillus_sp._15R	IS430	48
Marinilactibacillus_sp._15R	IS437	0
Marinilactibacillus_sp._15R	IS444	0
Marinilactibacillus_sp._15R	R276CMSA	4
Marinilactibacillus_sp._15R	R286CMSA	0
Marinilactibacillus_sp._15R	R292CMSA	0
Marinilactibacillus_sp._15R	R292IMSA	8
Marinilactibacillus_sp._15R	R308CMSA	0
Marinilactibacillus_sp._15R	R316IMSA	1
Marinilactibacillus_sp._15R	R347CMSA	23
Marinilactibacillus_sp._15R	R347IMSA	0
Marinilactibacillus_sp._15R	R371CMSA	6
Marinilactibacillus_sp._15R	SRR10104064	NA
Marinilactibacillus_sp._15R	SRR10104065	NA
Marinilactibacillus_sp._15R	SRR10104066	NA
Marinilactibacillus_sp._15R	SRR10104067	NA
Marinilactibacillus_sp._15R	SRR10104068	NA
Marinilactibacillus_sp._15R	SRR10104069	NA
Marinilactibacillus_sp._15R	SRR10104070	NA
Marinilactibacillus_sp._15R	SRR10104071	NA
Marinilactibacillus_sp._15R	SRR10104072	NA
Marinilactibacillus_sp._15R	SRR10104073	NA
Marinilactibacillus_sp._15R	SRR10104074	NA
Marinilactibacillus_sp._15R	SRR10104075	NA
Marinilactibacillus_sp._15R	SRR10104076	NA
Marinilactibacillus_sp._15R	SRR10104077	NA
Marinilactibacillus_sp._15R	SRR10104078	NA
Marinilactibacillus_sp._15R	SRR10104079	NA
Marinilactibacillus_sp._15R	SRR10104080	NA
Marinilactibacillus_sp._15R	SRR10104081	NA
Marinilactibacillus_sp._15R	SRR10104082	NA
Marinilactibacillus_sp._15R	SRR10104083	NA
Marinilactibacillus_sp._15R	SRR10104084	NA
Marinilactibacillus_sp._15R	SRR10104085	NA
Marinilactibacillus_sp._15R	SRR10104086	NA
Marinilactibacillus_sp._15R	SRR10104087	NA
Marinilactibacillus_sp._15R	SRR10104088	NA
Marinilactibacillus_sp._15R	SRR10104089	NA
Marinilactibacillus_sp._15R	SRR10104090	NA
Marinilactibacillus_sp._15R	SRR10104091	NA
Marinilactibacillus_sp._15R	SRR10104092	NA
Marinilactibacillus_sp._15R	SRR10104093	NA
Marinilactibacillus_sp._15R	SRR10104094	NA
Marinilactibacillus_sp._15R	SRR10104095	NA
Marinilactibacillus_sp._15R	SRR10104096	NA
Marinilactibacillus_sp._15R	SRR10104097	NA
Marinilactibacillus_sp._15R	SRR10104098	NA
Marinilactibacillus_sp._15R	SRR10104099	NA
Marinilactibacillus_sp._15R	SRR10104100	NA
Marinilactibacillus_sp._15R	SRR10104101	NA
Marinilactibacillus_sp._15R	SRR10104102	NA
Marinilactibacillus_sp._15R	SRR10104103	NA
Marinilactibacillus_sp._15R	SRR10104104	NA
Marinilactibacillus_sp._15R	SRR10104105	NA
Marinilactibacillus_sp._15R	SRR10104106	NA
Marinilactibacillus_sp._15R	SRR10104107	NA
Marinilactibacillus_sp._15R	SRR10104108	NA
Marinilactibacillus_sp._15R	SRR10104109	NA
Marinilactibacillus_sp._15R	SRR10104110	NA
Marinilactibacillus_sp._15R	SRR10104111	NA
Marinilactibacillus_sp._15R	SRR10104112	NA
Marinilactibacillus_sp._15R	SRR10104113	NA
Marinilactibacillus_sp._15R	SRR10104114	NA
Marinilactibacillus_sp._15R	SRR10104115	NA
Marinilactibacillus_sp._15R	SRR10104116	NA
Marinilactibacillus_sp._15R	SRR10104117	NA
Marinilactibacillus_sp._15R	SRR10104118	NA
Marinilactibacillus_sp._15R	SRR10104119	NA
Marinilactibacillus_sp._15R	SRR10104120	NA
Marinilactibacillus_sp._15R	SRR10104121	NA
Marinilactibacillus_sp._15R	SRR10104122	NA
Marinilactibacillus_sp._15R	SRR10104123	NA
Marinilactibacillus_sp._15R	SRR10104124	NA
Marinilactibacillus_sp._15R	SRR10104125	NA
Marinilactibacillus_sp._15R	SRR10104126	NA
Marinilactibacillus_sp._15R	SRR10104127	NA
Marinilactibacillus_sp._15R	SRR10104128	NA
Marinilactibacillus_sp._15R	SRR10104129	NA
Marinilactibacillus_sp._15R	SRR10104130	NA
Marinilactibacillus_sp._15R	SRR10104131	NA
Marinilactibacillus_sp._15R	SRR10104132	NA
Marinilactibacillus_sp._15R	SRR10104133	NA
Marinilactibacillus_sp._15R	SRR10104134	NA
Marinilactibacillus_sp._15R	SRR10104135	NA
Marinilactibacillus_sp._15R	SRR10104136	NA
Marinilactibacillus_sp._15R	SRR10104137	NA
Marinilactibacillus_sp._15R	SRR10104138	NA
Marinilactibacillus_sp._15R	SRR10104139	NA
Marinilactibacillus_sp._15R	SRR10104140	NA
Marinilactibacillus_sp._15R	SRR10104141	NA
Marinilactibacillus_sp._15R	SRR10104142	NA
Marinilactibacillus_sp._15R	SRR10104143	NA
Marinilactibacillus_sp._15R	SRR10104144	NA
Marinilactibacillus_sp._15R	SRR10104145	NA
Marinilactibacillus_sp._15R	SRR10104146	NA
Marinilactibacillus_sp._15R	SRR10104147	NA
Marinilactibacillus_sp._15R	SRR10104148	NA
Marinilactibacillus_sp._15R	SRR10104149	NA
Marinilactibacillus_sp._15R	SRR10104150	NA
Marinilactibacillus_sp._15R	SRR10104151	NA
Marinilactibacillus_sp._15R	SRR10104152	NA
Marinilactibacillus_sp._15R	SRR10104153	NA
Marinilactibacillus_sp._15R	SRR10104154	NA
Marinilactibacillus_sp._15R	SRR10104155	NA
Marinilactibacillus_sp._15R	SRR10104156	NA
Marinilactibacillus_sp._15R	SRR10104157	NA
Marinilactibacillus_sp._15R	SRR10104158	NA
Marinilactibacillus_sp._15R	SRR10104159	NA
Marinilactibacillus_sp._15R	SRR10104160	NA
Marinilactibacillus_sp._15R	SRR10104161	NA
Marinilactibacillus_sp._15R	SRR10104162	NA
Marinilactibacillus_sp._15R	SRR10104163	NA
Marinilactibacillus_sp._15R	SRR10104164	NA
Marinilactibacillus_sp._15R	SRR10104165	NA
Marinilactibacillus_sp._15R	SRR10104166	NA
Marinilactibacillus_sp._15R	SRR10104167	NA
Marinilactibacillus_sp._15R	SRR10104168	NA
Marinilactibacillus_sp._15R	SRR10104169	NA
Marinilactibacillus_sp._15R	SRR10104170	NA
Marinilactibacillus_sp._15R	SRR10104171	NA
Marinilactibacillus_sp._15R	SRR10104172	NA
Marinilactibacillus_sp._15R	SRR10104173	NA
Marinilactibacillus_sp._15R	SRR10104174	NA
Marinilactibacillus_sp._15R	SRR10104175	NA
Marinilactibacillus_sp._15R	SRR10104176	NA
Marinilactibacillus_sp._15R	SRR10104177	NA
Marinilactibacillus_sp._15R	SRR10104178	NA
Marinilactibacillus_sp._15R	SRR10104179	NA
Marinilactibacillus_sp._15R	SRR10104180	NA
Marinilactibacillus_sp._15R	SRR10104181	NA
Marinilactibacillus_sp._15R	SRR10104182	NA
