Species	sample	counts
Litorilituus_sediminis	CM317	0
Litorilituus_sediminis	CMCD140	0
Litorilituus_sediminis	CMCD147	1
Litorilituus_sediminis	CMCD152	0
Litorilituus_sediminis	CMCD154	0
Litorilituus_sediminis	CMCD159	2
Litorilituus_sediminis	CMCD161	0
Litorilituus_sediminis	CMCD174	0
Litorilituus_sediminis	CMCD196	0
Litorilituus_sediminis	CMCD198	0
Litorilituus_sediminis	CMCD203	0
Litorilituus_sediminis	CMCD211	0
Litorilituus_sediminis	CMCD227	0
Litorilituus_sediminis	CMCD240	0
Litorilituus_sediminis	CMCD259	0
Litorilituus_sediminis	CMCD270	0
Litorilituus_sediminis	CMCD275	4
Litorilituus_sediminis	CMCD282	0
Litorilituus_sediminis	CMCD286	0
Litorilituus_sediminis	CMCD287	0
Litorilituus_sediminis	CMCD294	0
Litorilituus_sediminis	CMCD327	0
Litorilituus_sediminis	CMCD335	0
Litorilituus_sediminis	CMCD337	0
Litorilituus_sediminis	CMCD357	0
Litorilituus_sediminis	CMCD398	0
Litorilituus_sediminis	CMCD403	0
Litorilituus_sediminis	CMCD422	0
Litorilituus_sediminis	CMCD426	0
Litorilituus_sediminis	CMCD71	0
Litorilituus_sediminis	CMCD72	4
Litorilituus_sediminis	CMCD76	0
Litorilituus_sediminis	CMCD88	0
Litorilituus_sediminis	CMSA256	0
Litorilituus_sediminis	CMSA316	0
Litorilituus_sediminis	CMUC110	0
Litorilituus_sediminis	CMUC192	0
Litorilituus_sediminis	CMUC199	0
Litorilituus_sediminis	CMUC200	0
Litorilituus_sediminis	CMUC208	0
Litorilituus_sediminis	CMUC231	0
Litorilituus_sediminis	CMUC234	0
Litorilituus_sediminis	CMUC285	0
Litorilituus_sediminis	CMUC291	0
Litorilituus_sediminis	CMUC295	0
Litorilituus_sediminis	CMUC299	0
Litorilituus_sediminis	CMUC301	0
Litorilituus_sediminis	CMUC307	0
Litorilituus_sediminis	CMUC313	0
Litorilituus_sediminis	CMUC314	0
Litorilituus_sediminis	CMUC323	0
Litorilituus_sediminis	CMUC324	1
Litorilituus_sediminis	CMUC331	0
Litorilituus_sediminis	CMUC333	0
Litorilituus_sediminis	CMUC334	0
Litorilituus_sediminis	CMUC346	0
Litorilituus_sediminis	CMUC352	0
Litorilituus_sediminis	CMUC360	0
Litorilituus_sediminis	CMUC363	2
Litorilituus_sediminis	CMUC365	0
Litorilituus_sediminis	CMUC366	0
Litorilituus_sediminis	CMUC368	0
Litorilituus_sediminis	CMUC377	2
Litorilituus_sediminis	CMUC379	0
Litorilituus_sediminis	CMUC380	0
Litorilituus_sediminis	CMUC383	0
Litorilituus_sediminis	CMUC394	1
Litorilituus_sediminis	CMUC419	0
Litorilituus_sediminis	CMUC427	0
Litorilituus_sediminis	CMUC428	0
Litorilituus_sediminis	CMUC431	0
Litorilituus_sediminis	CMUC435	0
Litorilituus_sediminis	CMUC439	0
Litorilituus_sediminis	CMUC89	0
Litorilituus_sediminis	CS219	0
Litorilituus_sediminis	CS256	0
Litorilituus_sediminis	CS257	2
Litorilituus_sediminis	CS259	0
Litorilituus_sediminis	CS261	0
Litorilituus_sediminis	CS266	0
Litorilituus_sediminis	CS270	0
Litorilituus_sediminis	CS277	0
Litorilituus_sediminis	CS288	0
Litorilituus_sediminis	CS290	0
Litorilituus_sediminis	CS292	0
Litorilituus_sediminis	CS293	0
Litorilituus_sediminis	CS301	0
Litorilituus_sediminis	CS306	0
Litorilituus_sediminis	CS308	0
Litorilituus_sediminis	CS315	0
Litorilituus_sediminis	CS317	1
Litorilituus_sediminis	CS322	1
Litorilituus_sediminis	CS327	0
Litorilituus_sediminis	CS328	0
Litorilituus_sediminis	CS330	3
Litorilituus_sediminis	CS331	3
Litorilituus_sediminis	CS335	0
Litorilituus_sediminis	CS338	0
Litorilituus_sediminis	CS339	0
Litorilituus_sediminis	CS343	0
Litorilituus_sediminis	CS344	0
Litorilituus_sediminis	CS350	0
Litorilituus_sediminis	CS351	2
Litorilituus_sediminis	CS361	0
Litorilituus_sediminis	CS388	0
Litorilituus_sediminis	CS396	0
Litorilituus_sediminis	CS405	0
Litorilituus_sediminis	CS415	0
Litorilituus_sediminis	CS424	4
Litorilituus_sediminis	IM293	0
Litorilituus_sediminis	IM296	0
Litorilituus_sediminis	IM297	0
Litorilituus_sediminis	IM300	0
Litorilituus_sediminis	IM305	0
Litorilituus_sediminis	IM309	0
Litorilituus_sediminis	IM310	1
Litorilituus_sediminis	IM311	1
Litorilituus_sediminis	IM316	0
Litorilituus_sediminis	IM320	0
Litorilituus_sediminis	IM330	0
Litorilituus_sediminis	IM332	0
Litorilituus_sediminis	IM340	0
Litorilituus_sediminis	IM348	0
Litorilituus_sediminis	IM354	0
Litorilituus_sediminis	IM356	0
Litorilituus_sediminis	IM364	2
Litorilituus_sediminis	IM372	1
Litorilituus_sediminis	IM374	0
Litorilituus_sediminis	IM376	2
Litorilituus_sediminis	IM381	0
Litorilituus_sediminis	IM382	0
Litorilituus_sediminis	IM385	0
Litorilituus_sediminis	IM390	0
Litorilituus_sediminis	IM397	2
Litorilituus_sediminis	IM404	0
Litorilituus_sediminis	IM409	0
Litorilituus_sediminis	IM412	0
Litorilituus_sediminis	IM421	0
Litorilituus_sediminis	IM425	1
Litorilituus_sediminis	IM432	0
Litorilituus_sediminis	IM438	0
Litorilituus_sediminis	IM442	0
Litorilituus_sediminis	IM445	0
Litorilituus_sediminis	IM448	0
Litorilituus_sediminis	IM449	0
Litorilituus_sediminis	IM451	0
Litorilituus_sediminis	IMSA256	0
Litorilituus_sediminis	IMSA276	0
Litorilituus_sediminis	IMSA286	0
Litorilituus_sediminis	IMSA343	1
Litorilituus_sediminis	IS_238	0
Litorilituus_sediminis	IS238	0
Litorilituus_sediminis	IS243	0
Litorilituus_sediminis	IS253	0
Litorilituus_sediminis	IS283	0
Litorilituus_sediminis	IS322	1
Litorilituus_sediminis	IS399	0
Litorilituus_sediminis	IS418	0
Litorilituus_sediminis	IS430	0
Litorilituus_sediminis	IS437	0
Litorilituus_sediminis	IS444	0
Litorilituus_sediminis	R276CMSA	0
Litorilituus_sediminis	R286CMSA	0
Litorilituus_sediminis	R292CMSA	0
Litorilituus_sediminis	R292IMSA	1
Litorilituus_sediminis	R308CMSA	1
Litorilituus_sediminis	R316IMSA	0
Litorilituus_sediminis	R347CMSA	0
Litorilituus_sediminis	R347IMSA	0
Litorilituus_sediminis	R371CMSA	0
Litorilituus_sediminis	SRR10104064	NA
Litorilituus_sediminis	SRR10104065	NA
Litorilituus_sediminis	SRR10104066	NA
Litorilituus_sediminis	SRR10104067	NA
Litorilituus_sediminis	SRR10104068	NA
Litorilituus_sediminis	SRR10104069	NA
Litorilituus_sediminis	SRR10104070	NA
Litorilituus_sediminis	SRR10104071	NA
Litorilituus_sediminis	SRR10104072	NA
Litorilituus_sediminis	SRR10104073	NA
Litorilituus_sediminis	SRR10104074	NA
Litorilituus_sediminis	SRR10104075	NA
Litorilituus_sediminis	SRR10104076	NA
Litorilituus_sediminis	SRR10104077	NA
Litorilituus_sediminis	SRR10104078	NA
Litorilituus_sediminis	SRR10104079	NA
Litorilituus_sediminis	SRR10104080	NA
Litorilituus_sediminis	SRR10104081	NA
Litorilituus_sediminis	SRR10104082	NA
Litorilituus_sediminis	SRR10104083	NA
Litorilituus_sediminis	SRR10104084	NA
Litorilituus_sediminis	SRR10104085	NA
Litorilituus_sediminis	SRR10104086	NA
Litorilituus_sediminis	SRR10104087	NA
Litorilituus_sediminis	SRR10104088	NA
Litorilituus_sediminis	SRR10104089	NA
Litorilituus_sediminis	SRR10104090	NA
Litorilituus_sediminis	SRR10104091	NA
Litorilituus_sediminis	SRR10104092	NA
Litorilituus_sediminis	SRR10104093	NA
Litorilituus_sediminis	SRR10104094	NA
Litorilituus_sediminis	SRR10104095	NA
Litorilituus_sediminis	SRR10104096	NA
Litorilituus_sediminis	SRR10104097	NA
Litorilituus_sediminis	SRR10104098	NA
Litorilituus_sediminis	SRR10104099	NA
Litorilituus_sediminis	SRR10104100	NA
Litorilituus_sediminis	SRR10104101	NA
Litorilituus_sediminis	SRR10104102	NA
Litorilituus_sediminis	SRR10104103	NA
Litorilituus_sediminis	SRR10104104	NA
Litorilituus_sediminis	SRR10104105	NA
Litorilituus_sediminis	SRR10104106	NA
Litorilituus_sediminis	SRR10104107	NA
Litorilituus_sediminis	SRR10104108	NA
Litorilituus_sediminis	SRR10104109	NA
Litorilituus_sediminis	SRR10104110	NA
Litorilituus_sediminis	SRR10104111	NA
Litorilituus_sediminis	SRR10104112	NA
Litorilituus_sediminis	SRR10104113	NA
Litorilituus_sediminis	SRR10104114	NA
Litorilituus_sediminis	SRR10104115	NA
Litorilituus_sediminis	SRR10104116	NA
Litorilituus_sediminis	SRR10104117	NA
Litorilituus_sediminis	SRR10104118	NA
Litorilituus_sediminis	SRR10104119	NA
Litorilituus_sediminis	SRR10104120	NA
Litorilituus_sediminis	SRR10104121	NA
Litorilituus_sediminis	SRR10104122	NA
Litorilituus_sediminis	SRR10104123	NA
Litorilituus_sediminis	SRR10104124	NA
Litorilituus_sediminis	SRR10104125	NA
Litorilituus_sediminis	SRR10104126	NA
Litorilituus_sediminis	SRR10104127	NA
Litorilituus_sediminis	SRR10104128	NA
Litorilituus_sediminis	SRR10104129	NA
Litorilituus_sediminis	SRR10104130	NA
Litorilituus_sediminis	SRR10104131	NA
Litorilituus_sediminis	SRR10104132	NA
Litorilituus_sediminis	SRR10104133	NA
Litorilituus_sediminis	SRR10104134	NA
Litorilituus_sediminis	SRR10104135	NA
Litorilituus_sediminis	SRR10104136	NA
Litorilituus_sediminis	SRR10104137	NA
Litorilituus_sediminis	SRR10104138	NA
Litorilituus_sediminis	SRR10104139	NA
Litorilituus_sediminis	SRR10104140	NA
Litorilituus_sediminis	SRR10104141	NA
Litorilituus_sediminis	SRR10104142	NA
Litorilituus_sediminis	SRR10104143	NA
Litorilituus_sediminis	SRR10104144	NA
Litorilituus_sediminis	SRR10104145	NA
Litorilituus_sediminis	SRR10104146	NA
Litorilituus_sediminis	SRR10104147	NA
Litorilituus_sediminis	SRR10104148	NA
Litorilituus_sediminis	SRR10104149	NA
Litorilituus_sediminis	SRR10104150	NA
Litorilituus_sediminis	SRR10104151	NA
Litorilituus_sediminis	SRR10104152	NA
Litorilituus_sediminis	SRR10104153	NA
Litorilituus_sediminis	SRR10104154	NA
Litorilituus_sediminis	SRR10104155	NA
Litorilituus_sediminis	SRR10104156	NA
Litorilituus_sediminis	SRR10104157	NA
Litorilituus_sediminis	SRR10104158	NA
Litorilituus_sediminis	SRR10104159	NA
Litorilituus_sediminis	SRR10104160	NA
Litorilituus_sediminis	SRR10104161	NA
Litorilituus_sediminis	SRR10104162	NA
Litorilituus_sediminis	SRR10104163	NA
Litorilituus_sediminis	SRR10104164	NA
Litorilituus_sediminis	SRR10104165	NA
Litorilituus_sediminis	SRR10104166	NA
Litorilituus_sediminis	SRR10104167	NA
Litorilituus_sediminis	SRR10104168	NA
Litorilituus_sediminis	SRR10104169	NA
Litorilituus_sediminis	SRR10104170	NA
Litorilituus_sediminis	SRR10104171	NA
Litorilituus_sediminis	SRR10104172	NA
Litorilituus_sediminis	SRR10104173	NA
Litorilituus_sediminis	SRR10104174	NA
Litorilituus_sediminis	SRR10104175	NA
Litorilituus_sediminis	SRR10104176	NA
Litorilituus_sediminis	SRR10104177	NA
Litorilituus_sediminis	SRR10104178	NA
Litorilituus_sediminis	SRR10104179	NA
Litorilituus_sediminis	SRR10104180	NA
Litorilituus_sediminis	SRR10104181	NA
Litorilituus_sediminis	SRR10104182	NA
Litorilituus_sediminis	SRR10104183	NA
Litorilituus_sediminis	SRR10104184	NA
Litorilituus_sediminis	SRR10104185	NA
Litorilituus_sediminis	SRR10104186	NA
Litorilituus_sediminis	SRR10104187	NA
Litorilituus_sediminis	SRR10104188	NA
Litorilituus_sediminis	SRR10104189	NA
Litorilituus_sediminis	SRR10104190	NA
Litorilituus_sediminis	SRR10104191	NA
Litorilituus_sediminis	SRR10104192	NA
Litorilituus_sediminis	SRR10104193	NA
Litorilituus_sediminis	SRR10104194	NA
Litorilituus_sediminis	SRR10104195	NA
Litorilituus_sediminis	SRR10104196	NA
Litorilituus_sediminis	SRR10104197	NA
Litorilituus_sediminis	SRR10104198	NA
Litorilituus_sediminis	SRR10104199	NA
Litorilituus_sediminis	SRR10104200	NA
Litorilituus_sediminis	SRR10104201	NA
Litorilituus_sediminis	SRR10104202	NA
Litorilituus_sediminis	SRR10104203	NA
Litorilituus_sediminis	SRR10104204	NA
Litorilituus_sediminis	SRR10104205	NA
Litorilituus_sediminis	SRR10104206	NA
Litorilituus_sediminis	SRR10104207	NA
Litorilituus_sediminis	SRR10104208	NA
Litorilituus_sediminis	SRR10104209	NA
Litorilituus_sediminis	SRR10104210	NA
Litorilituus_sediminis	SRR10104211	NA
Litorilituus_sediminis	SRR10104212	NA
Litorilituus_sediminis	SRR10104213	NA
Litorilituus_sediminis	SRR10104214	NA
Litorilituus_sediminis	SRR10104215	NA
Litorilituus_sediminis	SRR10104216	NA
Litorilituus_sediminis	SRR10104217	NA
Litorilituus_sediminis	SRR10104218	NA
Litorilituus_sediminis	SRR10104219	NA
Litorilituus_sediminis	SRR10104220	NA
Litorilituus_sediminis	SRR10104221	NA
Litorilituus_sediminis	SRR10104222	NA
Litorilituus_sediminis	SRR10104223	NA
Litorilituus_sediminis	SRR10104224	NA
Litorilituus_sediminis	SRR10104225	NA
Litorilituus_sediminis	SRR10104226	NA
Litorilituus_sediminis	SRR10104227	NA
Litorilituus_sediminis	SRR10104228	NA
Litorilituus_sediminis	SRR10104229	NA
Litorilituus_sediminis	SRR10104230	NA
Litorilituus_sediminis	SRR10104231	NA
Litorilituus_sediminis	SRR10104232	NA
Litorilituus_sediminis	SRR10104233	NA
Litorilituus_sediminis	SRR10104234	NA
Litorilituus_sediminis	SRR10104235	NA
Litorilituus_sediminis	SRR10104236	NA
