Feature	sample	counts
Chloroflexales	CM317	10
Chloroflexales	CMCD140	8
Chloroflexales	CMCD147	103
Chloroflexales	CMCD152	2
Chloroflexales	CMCD154	6
Chloroflexales	CMCD159	101
Chloroflexales	CMCD161	1
Chloroflexales	CMCD174	104
Chloroflexales	CMCD196	0
Chloroflexales	CMCD198	16
Chloroflexales	CMCD203	11
Chloroflexales	CMCD211	7
Chloroflexales	CMCD227	0
Chloroflexales	CMCD240	0
Chloroflexales	CMCD259	0
Chloroflexales	CMCD270	0
Chloroflexales	CMCD275	23
Chloroflexales	CMCD282	9
Chloroflexales	CMCD286	1
Chloroflexales	CMCD287	0
Chloroflexales	CMCD294	13
Chloroflexales	CMCD327	1
Chloroflexales	CMCD335	12
Chloroflexales	CMCD337	0
Chloroflexales	CMCD357	1
Chloroflexales	CMCD398	4
Chloroflexales	CMCD403	4
Chloroflexales	CMCD422	3
Chloroflexales	CMCD426	3
Chloroflexales	CMCD71	4
Chloroflexales	CMCD72	16
Chloroflexales	CMCD76	2
Chloroflexales	CMCD88	4
Chloroflexales	CMSA256	0
Chloroflexales	CMSA316	21
Chloroflexales	CMUC110	0
Chloroflexales	CMUC192	0
Chloroflexales	CMUC199	3
Chloroflexales	CMUC200	1
Chloroflexales	CMUC208	1
Chloroflexales	CMUC231	2
Chloroflexales	CMUC234	0
Chloroflexales	CMUC285	2
Chloroflexales	CMUC291	0
Chloroflexales	CMUC295	1
Chloroflexales	CMUC299	0
Chloroflexales	CMUC301	0
Chloroflexales	CMUC307	0
Chloroflexales	CMUC313	29
Chloroflexales	CMUC314	14
Chloroflexales	CMUC323	69
Chloroflexales	CMUC324	4
Chloroflexales	CMUC331	1
Chloroflexales	CMUC333	5
Chloroflexales	CMUC334	6
Chloroflexales	CMUC346	7
Chloroflexales	CMUC352	9
Chloroflexales	CMUC360	10
Chloroflexales	CMUC363	19
Chloroflexales	CMUC365	3
Chloroflexales	CMUC366	4
Chloroflexales	CMUC368	0
Chloroflexales	CMUC377	8
Chloroflexales	CMUC379	16
Chloroflexales	CMUC380	0
Chloroflexales	CMUC383	31
Chloroflexales	CMUC394	19
Chloroflexales	CMUC419	13
Chloroflexales	CMUC427	3
Chloroflexales	CMUC428	3
Chloroflexales	CMUC431	1
Chloroflexales	CMUC435	2
Chloroflexales	CMUC439	4
Chloroflexales	CMUC89	0
Chloroflexales	CS219	2
Chloroflexales	CS256	0
Chloroflexales	CS257	34
Chloroflexales	CS259	0
Chloroflexales	CS261	15
Chloroflexales	CS266	29
Chloroflexales	CS270	4
Chloroflexales	CS277	10
Chloroflexales	CS288	9
Chloroflexales	CS290	0
Chloroflexales	CS292	5
Chloroflexales	CS293	6
Chloroflexales	CS301	13
Chloroflexales	CS306	8
Chloroflexales	CS308	5
Chloroflexales	CS315	24
Chloroflexales	CS317	4481
Chloroflexales	CS322	8
Chloroflexales	CS327	8
Chloroflexales	CS328	21
Chloroflexales	CS330	112
Chloroflexales	CS331	6
Chloroflexales	CS335	14
Chloroflexales	CS338	7
Chloroflexales	CS339	1
Chloroflexales	CS343	8
Chloroflexales	CS344	3
Chloroflexales	CS350	56
Chloroflexales	CS351	14
Chloroflexales	CS361	1
Chloroflexales	CS388	7
Chloroflexales	CS396	3
Chloroflexales	CS405	0
Chloroflexales	CS415	30
Chloroflexales	CS424	46
Chloroflexales	IM293	0
Chloroflexales	IM296	42
Chloroflexales	IM297	6
Chloroflexales	IM300	2
Chloroflexales	IM305	4
Chloroflexales	IM309	8
Chloroflexales	IM310	6
Chloroflexales	IM311	18
Chloroflexales	IM316	5
Chloroflexales	IM320	5
Chloroflexales	IM330	3
Chloroflexales	IM332	10
Chloroflexales	IM340	40
Chloroflexales	IM348	3
Chloroflexales	IM354	0
Chloroflexales	IM356	14
Chloroflexales	IM364	7
Chloroflexales	IM372	8
Chloroflexales	IM374	46
Chloroflexales	IM376	8
Chloroflexales	IM381	16
Chloroflexales	IM382	6
Chloroflexales	IM385	0
Chloroflexales	IM390	16
Chloroflexales	IM397	4
Chloroflexales	IM404	4
Chloroflexales	IM409	3
Chloroflexales	IM412	9
Chloroflexales	IM421	4
Chloroflexales	IM425	84
Chloroflexales	IM432	9
Chloroflexales	IM438	0
Chloroflexales	IM442	1
Chloroflexales	IM445	4
Chloroflexales	IM448	28
Chloroflexales	IM449	4
Chloroflexales	IM451	0
Chloroflexales	IMSA256	0
Chloroflexales	IMSA276	0
Chloroflexales	IMSA286	0
Chloroflexales	IMSA343	18
Chloroflexales	IS_238	4
Chloroflexales	IS238	5
Chloroflexales	IS243	0
Chloroflexales	IS253	2
Chloroflexales	IS283	0
Chloroflexales	IS322	9
Chloroflexales	IS399	1
Chloroflexales	IS418	3
Chloroflexales	IS430	10
Chloroflexales	IS437	0
Chloroflexales	IS444	1
Chloroflexales	R276CMSA	5
Chloroflexales	R286CMSA	1
Chloroflexales	R292CMSA	1
Chloroflexales	R292IMSA	90
Chloroflexales	R308CMSA	9
Chloroflexales	R316IMSA	10
Chloroflexales	R347CMSA	12
Chloroflexales	R347IMSA	4
Chloroflexales	R371CMSA	8
