Species	sample	counts
Lysobacter_antibioticus	CM317	43
Lysobacter_antibioticus	CMCD140	26
Lysobacter_antibioticus	CMCD147	99
Lysobacter_antibioticus	CMCD152	0
Lysobacter_antibioticus	CMCD154	13
Lysobacter_antibioticus	CMCD159	148
Lysobacter_antibioticus	CMCD161	2
Lysobacter_antibioticus	CMCD174	250
Lysobacter_antibioticus	CMCD196	4
Lysobacter_antibioticus	CMCD198	7
Lysobacter_antibioticus	CMCD203	13
Lysobacter_antibioticus	CMCD211	1
Lysobacter_antibioticus	CMCD227	0
Lysobacter_antibioticus	CMCD240	0
Lysobacter_antibioticus	CMCD259	0
Lysobacter_antibioticus	CMCD270	0
Lysobacter_antibioticus	CMCD275	30
Lysobacter_antibioticus	CMCD282	9
Lysobacter_antibioticus	CMCD286	0
Lysobacter_antibioticus	CMCD287	0
Lysobacter_antibioticus	CMCD294	35
Lysobacter_antibioticus	CMCD327	10
Lysobacter_antibioticus	CMCD335	7
Lysobacter_antibioticus	CMCD337	2
Lysobacter_antibioticus	CMCD357	8
Lysobacter_antibioticus	CMCD398	4
Lysobacter_antibioticus	CMCD403	23
Lysobacter_antibioticus	CMCD422	3
Lysobacter_antibioticus	CMCD426	4
Lysobacter_antibioticus	CMCD71	2
Lysobacter_antibioticus	CMCD72	9
Lysobacter_antibioticus	CMCD76	1
Lysobacter_antibioticus	CMCD88	0
Lysobacter_antibioticus	CMSA256	1
Lysobacter_antibioticus	CMSA316	38
Lysobacter_antibioticus	CMUC110	0
Lysobacter_antibioticus	CMUC192	1
Lysobacter_antibioticus	CMUC199	8
Lysobacter_antibioticus	CMUC200	0
Lysobacter_antibioticus	CMUC208	1
Lysobacter_antibioticus	CMUC231	1
Lysobacter_antibioticus	CMUC234	0
Lysobacter_antibioticus	CMUC285	0
Lysobacter_antibioticus	CMUC291	0
Lysobacter_antibioticus	CMUC295	1
Lysobacter_antibioticus	CMUC299	0
Lysobacter_antibioticus	CMUC301	0
Lysobacter_antibioticus	CMUC307	0
Lysobacter_antibioticus	CMUC313	35
Lysobacter_antibioticus	CMUC314	32
Lysobacter_antibioticus	CMUC323	10
Lysobacter_antibioticus	CMUC324	3
Lysobacter_antibioticus	CMUC331	5
Lysobacter_antibioticus	CMUC333	9
Lysobacter_antibioticus	CMUC334	7
Lysobacter_antibioticus	CMUC346	27
Lysobacter_antibioticus	CMUC352	11
Lysobacter_antibioticus	CMUC360	26
Lysobacter_antibioticus	CMUC363	35
Lysobacter_antibioticus	CMUC365	13
Lysobacter_antibioticus	CMUC366	4
Lysobacter_antibioticus	CMUC368	4
Lysobacter_antibioticus	CMUC377	11
Lysobacter_antibioticus	CMUC379	43
Lysobacter_antibioticus	CMUC380	1
Lysobacter_antibioticus	CMUC383	16
Lysobacter_antibioticus	CMUC394	40
Lysobacter_antibioticus	CMUC419	19
Lysobacter_antibioticus	CMUC427	3
Lysobacter_antibioticus	CMUC428	2
Lysobacter_antibioticus	CMUC431	1
Lysobacter_antibioticus	CMUC435	4
Lysobacter_antibioticus	CMUC439	5
Lysobacter_antibioticus	CMUC89	2
Lysobacter_antibioticus	CS219	4
Lysobacter_antibioticus	CS256	0
Lysobacter_antibioticus	CS257	46
Lysobacter_antibioticus	CS259	8
Lysobacter_antibioticus	CS261	10
Lysobacter_antibioticus	CS266	103
Lysobacter_antibioticus	CS270	14
Lysobacter_antibioticus	CS277	31
Lysobacter_antibioticus	CS288	17
Lysobacter_antibioticus	CS290	1
Lysobacter_antibioticus	CS292	1
Lysobacter_antibioticus	CS293	25
Lysobacter_antibioticus	CS301	10
Lysobacter_antibioticus	CS306	32
Lysobacter_antibioticus	CS308	6
Lysobacter_antibioticus	CS315	18
Lysobacter_antibioticus	CS317	103
Lysobacter_antibioticus	CS322	9
Lysobacter_antibioticus	CS327	10
Lysobacter_antibioticus	CS328	84
Lysobacter_antibioticus	CS330	198
Lysobacter_antibioticus	CS331	42
Lysobacter_antibioticus	CS335	66
Lysobacter_antibioticus	CS338	5
Lysobacter_antibioticus	CS339	4
Lysobacter_antibioticus	CS343	4
Lysobacter_antibioticus	CS344	1
Lysobacter_antibioticus	CS350	83
Lysobacter_antibioticus	CS351	19
Lysobacter_antibioticus	CS361	6
Lysobacter_antibioticus	CS388	3
Lysobacter_antibioticus	CS396	3
Lysobacter_antibioticus	CS405	6
Lysobacter_antibioticus	CS415	62
Lysobacter_antibioticus	CS424	36
Lysobacter_antibioticus	IM293	1
Lysobacter_antibioticus	IM296	46
