Species	sample	counts
[Ruminococcus]_gnavus	CM317	4
[Ruminococcus]_gnavus	CMCD140	5
[Ruminococcus]_gnavus	CMCD147	82
[Ruminococcus]_gnavus	CMCD152	0
[Ruminococcus]_gnavus	CMCD154	8
[Ruminococcus]_gnavus	CMCD159	0
[Ruminococcus]_gnavus	CMCD161	0
[Ruminococcus]_gnavus	CMCD174	51
[Ruminococcus]_gnavus	CMCD196	0
[Ruminococcus]_gnavus	CMCD198	7
[Ruminococcus]_gnavus	CMCD203	4
[Ruminococcus]_gnavus	CMCD211	2
[Ruminococcus]_gnavus	CMCD227	0
[Ruminococcus]_gnavus	CMCD240	4
[Ruminococcus]_gnavus	CMCD259	137
[Ruminococcus]_gnavus	CMCD270	4
[Ruminococcus]_gnavus	CMCD275	23
[Ruminococcus]_gnavus	CMCD282	0
[Ruminococcus]_gnavus	CMCD286	0
[Ruminococcus]_gnavus	CMCD287	0
[Ruminococcus]_gnavus	CMCD294	14
[Ruminococcus]_gnavus	CMCD327	4
[Ruminococcus]_gnavus	CMCD335	0
[Ruminococcus]_gnavus	CMCD337	0
[Ruminococcus]_gnavus	CMCD357	1
[Ruminococcus]_gnavus	CMCD398	0
[Ruminococcus]_gnavus	CMCD403	7
[Ruminococcus]_gnavus	CMCD422	0
[Ruminococcus]_gnavus	CMCD426	4
[Ruminococcus]_gnavus	CMCD71	0
[Ruminococcus]_gnavus	CMCD72	21
[Ruminococcus]_gnavus	CMCD76	56
[Ruminococcus]_gnavus	CMCD88	5
[Ruminococcus]_gnavus	CMSA256	1
[Ruminococcus]_gnavus	CMSA316	1
[Ruminococcus]_gnavus	CMUC110	0
[Ruminococcus]_gnavus	CMUC192	0
[Ruminococcus]_gnavus	CMUC199	14
[Ruminococcus]_gnavus	CMUC200	0
[Ruminococcus]_gnavus	CMUC208	4
[Ruminococcus]_gnavus	CMUC231	39
[Ruminococcus]_gnavus	CMUC234	0
[Ruminococcus]_gnavus	CMUC285	5
[Ruminococcus]_gnavus	CMUC291	1
[Ruminococcus]_gnavus	CMUC295	0
[Ruminococcus]_gnavus	CMUC299	19
[Ruminococcus]_gnavus	CMUC301	0
[Ruminococcus]_gnavus	CMUC307	0
[Ruminococcus]_gnavus	CMUC313	31
[Ruminococcus]_gnavus	CMUC314	54
[Ruminococcus]_gnavus	CMUC323	16
[Ruminococcus]_gnavus	CMUC324	8
[Ruminococcus]_gnavus	CMUC331	9
[Ruminococcus]_gnavus	CMUC333	7
[Ruminococcus]_gnavus	CMUC334	7
[Ruminococcus]_gnavus	CMUC346	56
[Ruminococcus]_gnavus	CMUC352	13
[Ruminococcus]_gnavus	CMUC360	64
[Ruminococcus]_gnavus	CMUC363	54
[Ruminococcus]_gnavus	CMUC365	17
[Ruminococcus]_gnavus	CMUC366	2
[Ruminococcus]_gnavus	CMUC368	8
[Ruminococcus]_gnavus	CMUC377	7
[Ruminococcus]_gnavus	CMUC379	68
[Ruminococcus]_gnavus	CMUC380	8
[Ruminococcus]_gnavus	CMUC383	36
[Ruminococcus]_gnavus	CMUC394	22
[Ruminococcus]_gnavus	CMUC419	19
[Ruminococcus]_gnavus	CMUC427	3
[Ruminococcus]_gnavus	CMUC428	1
[Ruminococcus]_gnavus	CMUC431	0
[Ruminococcus]_gnavus	CMUC435	1
[Ruminococcus]_gnavus	CMUC439	0
[Ruminococcus]_gnavus	CMUC89	0
[Ruminococcus]_gnavus	CS219	19
[Ruminococcus]_gnavus	CS256	0
[Ruminococcus]_gnavus	CS257	35
[Ruminococcus]_gnavus	CS259	4
[Ruminococcus]_gnavus	CS261	0
[Ruminococcus]_gnavus	CS266	0
[Ruminococcus]_gnavus	CS270	0
[Ruminococcus]_gnavus	CS277	0
[Ruminococcus]_gnavus	CS288	1
[Ruminococcus]_gnavus	CS290	2
[Ruminococcus]_gnavus	CS292	8
[Ruminococcus]_gnavus	CS293	2
[Ruminococcus]_gnavus	CS301	2
[Ruminococcus]_gnavus	CS306	5
[Ruminococcus]_gnavus	CS308	25
[Ruminococcus]_gnavus	CS315	5
[Ruminococcus]_gnavus	CS317	21
[Ruminococcus]_gnavus	CS322	0
[Ruminococcus]_gnavus	CS327	3
[Ruminococcus]_gnavus	CS328	43
[Ruminococcus]_gnavus	CS330	8
[Ruminococcus]_gnavus	CS331	5
[Ruminococcus]_gnavus	CS335	8
[Ruminococcus]_gnavus	CS338	10
[Ruminococcus]_gnavus	CS339	0
[Ruminococcus]_gnavus	CS343	0
[Ruminococcus]_gnavus	CS344	13
[Ruminococcus]_gnavus	CS350	5
[Ruminococcus]_gnavus	CS351	0
[Ruminococcus]_gnavus	CS361	5
[Ruminococcus]_gnavus	CS388	2
[Ruminococcus]_gnavus	CS396	0
[Ruminococcus]_gnavus	CS405	0
[Ruminococcus]_gnavus	CS415	3
[Ruminococcus]_gnavus	CS424	0
[Ruminococcus]_gnavus	IM293	86
[Ruminococcus]_gnavus	IM296	0
[Ruminococcus]_gnavus	IM297	1
[Ruminococcus]_gnavus	IM300	0
[Ruminococcus]_gnavus	IM305	1
[Ruminococcus]_gnavus	IM309	52
[Ruminococcus]_gnavus	IM310	35
[Ruminococcus]_gnavus	IM311	33
[Ruminococcus]_gnavus	IM316	22
[Ruminococcus]_gnavus	IM320	87
[Ruminococcus]_gnavus	IM330	5
[Ruminococcus]_gnavus	IM332	48
[Ruminococcus]_gnavus	IM340	148
[Ruminococcus]_gnavus	IM348	0
[Ruminococcus]_gnavus	IM354	3
[Ruminococcus]_gnavus	IM356	7
[Ruminococcus]_gnavus	IM364	7
[Ruminococcus]_gnavus	IM372	0
[Ruminococcus]_gnavus	IM374	48
[Ruminococcus]_gnavus	IM376	3
[Ruminococcus]_gnavus	IM381	85
[Ruminococcus]_gnavus	IM382	0
[Ruminococcus]_gnavus	IM385	111
[Ruminococcus]_gnavus	IM390	20
[Ruminococcus]_gnavus	IM397	0
[Ruminococcus]_gnavus	IM404	1
[Ruminococcus]_gnavus	IM409	1
[Ruminococcus]_gnavus	IM412	21
[Ruminococcus]_gnavus	IM421	7
[Ruminococcus]_gnavus	IM425	17
[Ruminococcus]_gnavus	IM432	1
[Ruminococcus]_gnavus	IM438	0
[Ruminococcus]_gnavus	IM442	3
[Ruminococcus]_gnavus	IM445	13
[Ruminococcus]_gnavus	IM448	0
[Ruminococcus]_gnavus	IM449	0
[Ruminococcus]_gnavus	IM451	0
[Ruminococcus]_gnavus	IMSA256	0
[Ruminococcus]_gnavus	IMSA276	0
[Ruminococcus]_gnavus	IMSA286	0
[Ruminococcus]_gnavus	IMSA343	0
[Ruminococcus]_gnavus	IS_238	0
[Ruminococcus]_gnavus	IS238	2
[Ruminococcus]_gnavus	IS243	0
[Ruminococcus]_gnavus	IS253	2
[Ruminococcus]_gnavus	IS283	0
[Ruminococcus]_gnavus	IS322	41
[Ruminococcus]_gnavus	IS399	8
[Ruminococcus]_gnavus	IS418	6
[Ruminococcus]_gnavus	IS430	1
[Ruminococcus]_gnavus	IS437	0
[Ruminococcus]_gnavus	IS444	1
[Ruminococcus]_gnavus	R276CMSA	0
[Ruminococcus]_gnavus	R286CMSA	0
[Ruminococcus]_gnavus	R292CMSA	2
[Ruminococcus]_gnavus	R292IMSA	22
[Ruminococcus]_gnavus	R308CMSA	8
[Ruminococcus]_gnavus	R316IMSA	0
[Ruminococcus]_gnavus	R347CMSA	21
[Ruminococcus]_gnavus	R347IMSA	0
[Ruminococcus]_gnavus	R371CMSA	0
[Ruminococcus]_gnavus	SRR10104064	NA
[Ruminococcus]_gnavus	SRR10104065	NA
[Ruminococcus]_gnavus	SRR10104066	NA
[Ruminococcus]_gnavus	SRR10104067	NA
[Ruminococcus]_gnavus	SRR10104068	NA
[Ruminococcus]_gnavus	SRR10104069	NA
[Ruminococcus]_gnavus	SRR10104070	NA
[Ruminococcus]_gnavus	SRR10104071	NA
[Ruminococcus]_gnavus	SRR10104072	NA
[Ruminococcus]_gnavus	SRR10104073	NA
[Ruminococcus]_gnavus	SRR10104074	NA
[Ruminococcus]_gnavus	SRR10104075	NA
[Ruminococcus]_gnavus	SRR10104076	NA
[Ruminococcus]_gnavus	SRR10104077	NA
[Ruminococcus]_gnavus	SRR10104078	NA
[Ruminococcus]_gnavus	SRR10104079	NA
[Ruminococcus]_gnavus	SRR10104080	NA
[Ruminococcus]_gnavus	SRR10104081	NA
[Ruminococcus]_gnavus	SRR10104082	NA
[Ruminococcus]_gnavus	SRR10104083	NA
[Ruminococcus]_gnavus	SRR10104084	NA
[Ruminococcus]_gnavus	SRR10104085	NA
[Ruminococcus]_gnavus	SRR10104086	NA
[Ruminococcus]_gnavus	SRR10104087	NA
[Ruminococcus]_gnavus	SRR10104088	NA
[Ruminococcus]_gnavus	SRR10104089	NA
[Ruminococcus]_gnavus	SRR10104090	NA
[Ruminococcus]_gnavus	SRR10104091	NA
[Ruminococcus]_gnavus	SRR10104092	NA
[Ruminococcus]_gnavus	SRR10104093	NA
[Ruminococcus]_gnavus	SRR10104094	NA
[Ruminococcus]_gnavus	SRR10104095	NA
[Ruminococcus]_gnavus	SRR10104096	NA
[Ruminococcus]_gnavus	SRR10104097	NA
[Ruminococcus]_gnavus	SRR10104098	NA
[Ruminococcus]_gnavus	SRR10104099	NA
[Ruminococcus]_gnavus	SRR10104100	NA
[Ruminococcus]_gnavus	SRR10104101	NA
[Ruminococcus]_gnavus	SRR10104102	NA
[Ruminococcus]_gnavus	SRR10104103	NA
[Ruminococcus]_gnavus	SRR10104104	NA
[Ruminococcus]_gnavus	SRR10104105	NA
[Ruminococcus]_gnavus	SRR10104106	NA
[Ruminococcus]_gnavus	SRR10104107	NA
[Ruminococcus]_gnavus	SRR10104108	NA
[Ruminococcus]_gnavus	SRR10104109	NA
[Ruminococcus]_gnavus	SRR10104110	NA
[Ruminococcus]_gnavus	SRR10104111	NA
[Ruminococcus]_gnavus	SRR10104112	NA
[Ruminococcus]_gnavus	SRR10104113	NA
[Ruminococcus]_gnavus	SRR10104114	NA
[Ruminococcus]_gnavus	SRR10104115	NA
[Ruminococcus]_gnavus	SRR10104116	NA
[Ruminococcus]_gnavus	SRR10104117	NA
[Ruminococcus]_gnavus	SRR10104118	NA
[Ruminococcus]_gnavus	SRR10104119	NA
[Ruminococcus]_gnavus	SRR10104120	NA
[Ruminococcus]_gnavus	SRR10104121	NA
[Ruminococcus]_gnavus	SRR10104122	NA
[Ruminococcus]_gnavus	SRR10104123	NA
[Ruminococcus]_gnavus	SRR10104124	NA
[Ruminococcus]_gnavus	SRR10104125	NA
[Ruminococcus]_gnavus	SRR10104126	NA
[Ruminococcus]_gnavus	SRR10104127	NA
[Ruminococcus]_gnavus	SRR10104128	NA
[Ruminococcus]_gnavus	SRR10104129	NA
[Ruminococcus]_gnavus	SRR10104130	NA
[Ruminococcus]_gnavus	SRR10104131	NA
[Ruminococcus]_gnavus	SRR10104132	NA
[Ruminococcus]_gnavus	SRR10104133	NA
[Ruminococcus]_gnavus	SRR10104134	NA
[Ruminococcus]_gnavus	SRR10104135	NA
[Ruminococcus]_gnavus	SRR10104136	NA
[Ruminococcus]_gnavus	SRR10104137	NA
[Ruminococcus]_gnavus	SRR10104138	NA
[Ruminococcus]_gnavus	SRR10104139	NA
[Ruminococcus]_gnavus	SRR10104140	NA
[Ruminococcus]_gnavus	SRR10104141	NA
[Ruminococcus]_gnavus	SRR10104142	NA
[Ruminococcus]_gnavus	SRR10104143	NA
[Ruminococcus]_gnavus	SRR10104144	NA
[Ruminococcus]_gnavus	SRR10104145	NA
[Ruminococcus]_gnavus	SRR10104146	NA
[Ruminococcus]_gnavus	SRR10104147	NA
[Ruminococcus]_gnavus	SRR10104148	NA
[Ruminococcus]_gnavus	SRR10104149	NA
[Ruminococcus]_gnavus	SRR10104150	NA
[Ruminococcus]_gnavus	SRR10104151	NA
[Ruminococcus]_gnavus	SRR10104152	NA
[Ruminococcus]_gnavus	SRR10104153	NA
[Ruminococcus]_gnavus	SRR10104154	NA
