Feature	sample	counts
Chroococcaceae	CM317	19
Chroococcaceae	CMCD140	37
Chroococcaceae	CMCD147	116
Chroococcaceae	CMCD152	14
Chroococcaceae	CMCD154	4
Chroococcaceae	CMCD159	179
Chroococcaceae	CMCD161	1
Chroococcaceae	CMCD174	175
Chroococcaceae	CMCD196	0
Chroococcaceae	CMCD198	20
Chroococcaceae	CMCD203	3
Chroococcaceae	CMCD211	16
Chroococcaceae	CMCD227	2
Chroococcaceae	CMCD240	2
Chroococcaceae	CMCD259	2
Chroococcaceae	CMCD270	1
Chroococcaceae	CMCD275	27
Chroococcaceae	CMCD282	12
Chroococcaceae	CMCD286	1
Chroococcaceae	CMCD287	1
Chroococcaceae	CMCD294	8
Chroococcaceae	CMCD327	2
Chroococcaceae	CMCD335	22
Chroococcaceae	CMCD337	3
Chroococcaceae	CMCD357	30
Chroococcaceae	CMCD398	7
Chroococcaceae	CMCD403	10
Chroococcaceae	CMCD422	4
Chroococcaceae	CMCD426	3
Chroococcaceae	CMCD71	1
Chroococcaceae	CMCD72	18
Chroococcaceae	CMCD76	7
Chroococcaceae	CMCD88	7
Chroococcaceae	CMSA256	7
Chroococcaceae	CMSA316	28
Chroococcaceae	CMUC110	6
Chroococcaceae	CMUC192	1
Chroococcaceae	CMUC199	63
Chroococcaceae	CMUC200	10
Chroococcaceae	CMUC208	49
Chroococcaceae	CMUC231	0
Chroococcaceae	CMUC234	3
Chroococcaceae	CMUC285	5
Chroococcaceae	CMUC291	4
Chroococcaceae	CMUC295	4
Chroococcaceae	CMUC299	0
Chroococcaceae	CMUC301	0
Chroococcaceae	CMUC307	9
Chroococcaceae	CMUC313	570
Chroococcaceae	CMUC314	181
Chroococcaceae	CMUC323	336
Chroococcaceae	CMUC324	80
Chroococcaceae	CMUC331	82
Chroococcaceae	CMUC333	112
Chroococcaceae	CMUC334	39
Chroococcaceae	CMUC346	248
Chroococcaceae	CMUC352	107
Chroococcaceae	CMUC360	205
Chroococcaceae	CMUC363	314
Chroococcaceae	CMUC365	100
Chroococcaceae	CMUC366	6
Chroococcaceae	CMUC368	43
Chroococcaceae	CMUC377	61
Chroococcaceae	CMUC379	354
Chroococcaceae	CMUC380	51
Chroococcaceae	CMUC383	266
Chroococcaceae	CMUC394	358
Chroococcaceae	CMUC419	147
Chroococcaceae	CMUC427	14
Chroococcaceae	CMUC428	27
Chroococcaceae	CMUC431	8
Chroococcaceae	CMUC435	6
Chroococcaceae	CMUC439	5
Chroococcaceae	CMUC89	62
Chroococcaceae	CS219	3
Chroococcaceae	CS256	0
Chroococcaceae	CS257	55
Chroococcaceae	CS259	1
Chroococcaceae	CS261	8
Chroococcaceae	CS266	136
Chroococcaceae	CS270	22
Chroococcaceae	CS277	38
Chroococcaceae	CS288	14
Chroococcaceae	CS290	2
Chroococcaceae	CS292	6
Chroococcaceae	CS293	14
Chroococcaceae	CS301	17
Chroococcaceae	CS306	29
Chroococcaceae	CS308	4
Chroococcaceae	CS315	10
Chroococcaceae	CS317	193
Chroococcaceae	CS322	8
Chroococcaceae	CS327	6
Chroococcaceae	CS328	118
Chroococcaceae	CS330	193
Chroococcaceae	CS331	36
Chroococcaceae	CS335	56
Chroococcaceae	CS338	8
Chroococcaceae	CS339	2
Chroococcaceae	CS343	17
Chroococcaceae	CS344	3
Chroococcaceae	CS350	95
Chroococcaceae	CS351	14
Chroococcaceae	CS361	8
Chroococcaceae	CS388	38
Chroococcaceae	CS396	2
Chroococcaceae	CS405	1
Chroococcaceae	CS415	66
Chroococcaceae	CS424	97
Chroococcaceae	IM293	19
Chroococcaceae	IM296	634
Chroococcaceae	IM297	47
Chroococcaceae	IM300	0
Chroococcaceae	IM305	48
Chroococcaceae	IM309	363
Chroococcaceae	IM310	114
Chroococcaceae	IM311	236
Chroococcaceae	IM316	38
Chroococcaceae	IM320	189
Chroococcaceae	IM330	104
Chroococcaceae	IM332	418
Chroococcaceae	IM340	1123
Chroococcaceae	IM348	21
Chroococcaceae	IM354	17
Chroococcaceae	IM356	250
Chroococcaceae	IM364	217
Chroococcaceae	IM372	16
Chroococcaceae	IM374	845
Chroococcaceae	IM376	114
Chroococcaceae	IM381	90
Chroococcaceae	IM382	234
Chroococcaceae	IM385	1
Chroococcaceae	IM390	357
Chroococcaceae	IM397	61
Chroococcaceae	IM404	22
Chroococcaceae	IM409	43
Chroococcaceae	IM412	50
Chroococcaceae	IM421	81
Chroococcaceae	IM425	677
Chroococcaceae	IM432	95
Chroococcaceae	IM438	0
Chroococcaceae	IM442	7
Chroococcaceae	IM445	99
Chroococcaceae	IM448	508
Chroococcaceae	IM449	54
Chroococcaceae	IM451	34
Chroococcaceae	IMSA256	0
Chroococcaceae	IMSA276	113
Chroococcaceae	IMSA286	16
Chroococcaceae	IMSA343	46
Chroococcaceae	IS_238	2
Chroococcaceae	IS238	4
Chroococcaceae	IS243	0
Chroococcaceae	IS253	1
Chroococcaceae	IS283	2
Chroococcaceae	IS322	31
Chroococcaceae	IS399	2
Chroococcaceae	IS418	34
Chroococcaceae	IS430	4
Chroococcaceae	IS437	6
Chroococcaceae	IS444	3
Chroococcaceae	R276CMSA	129
Chroococcaceae	R286CMSA	1
Chroococcaceae	R292CMSA	17
Chroococcaceae	R292IMSA	846
Chroococcaceae	R308CMSA	71
Chroococcaceae	R316IMSA	66
Chroococcaceae	R347CMSA	310
