Species	sample	counts
Thermaerobacter_sp._FW80	CM317	5
Thermaerobacter_sp._FW80	CMCD140	1
Thermaerobacter_sp._FW80	CMCD147	1
Thermaerobacter_sp._FW80	CMCD152	6
Thermaerobacter_sp._FW80	CMCD154	9
Thermaerobacter_sp._FW80	CMCD159	5
Thermaerobacter_sp._FW80	CMCD161	15
Thermaerobacter_sp._FW80	CMCD174	7
Thermaerobacter_sp._FW80	CMCD196	67
Thermaerobacter_sp._FW80	CMCD198	3
Thermaerobacter_sp._FW80	CMCD203	3
Thermaerobacter_sp._FW80	CMCD211	8
Thermaerobacter_sp._FW80	CMCD227	4
Thermaerobacter_sp._FW80	CMCD240	15
Thermaerobacter_sp._FW80	CMCD259	12
Thermaerobacter_sp._FW80	CMCD270	14
Thermaerobacter_sp._FW80	CMCD275	2
Thermaerobacter_sp._FW80	CMCD282	10
Thermaerobacter_sp._FW80	CMCD286	4
Thermaerobacter_sp._FW80	CMCD287	6
Thermaerobacter_sp._FW80	CMCD294	0
Thermaerobacter_sp._FW80	CMCD327	5
Thermaerobacter_sp._FW80	CMCD335	13
Thermaerobacter_sp._FW80	CMCD337	1
Thermaerobacter_sp._FW80	CMCD357	2
Thermaerobacter_sp._FW80	CMCD398	3
Thermaerobacter_sp._FW80	CMCD403	2
Thermaerobacter_sp._FW80	CMCD422	3
Thermaerobacter_sp._FW80	CMCD426	0
Thermaerobacter_sp._FW80	CMCD71	8
Thermaerobacter_sp._FW80	CMCD72	1
Thermaerobacter_sp._FW80	CMCD76	15
Thermaerobacter_sp._FW80	CMCD88	10
Thermaerobacter_sp._FW80	CMSA256	5
Thermaerobacter_sp._FW80	CMSA316	4
Thermaerobacter_sp._FW80	CMUC110	11
Thermaerobacter_sp._FW80	CMUC192	8
Thermaerobacter_sp._FW80	CMUC199	0
Thermaerobacter_sp._FW80	CMUC200	31
Thermaerobacter_sp._FW80	CMUC208	2
Thermaerobacter_sp._FW80	CMUC231	9
Thermaerobacter_sp._FW80	CMUC234	7
Thermaerobacter_sp._FW80	CMUC285	2
