Feature	sample	counts
Thiotrichales	CM317	54.65969817694041
Thiotrichales	CMCD140	49.662244768146984
Thiotrichales	CMCD147	52.57821990797926
Thiotrichales	CMCD152	6.206960697212932
Thiotrichales	CMCD154	45.299326105177975
Thiotrichales	CMCD159	40.724706717253085
Thiotrichales	CMCD161	31.12697377221723
Thiotrichales	CMCD174	48.714795601110076
Thiotrichales	CMCD196	21.243910329915696
Thiotrichales	CMCD198	44.9104686348356
Thiotrichales	CMCD203	40.7299107109266
Thiotrichales	CMCD211	7.623333073051378
Thiotrichales	CMCD227	6.707629710316737
Thiotrichales	CMCD240	8.623363121919164
Thiotrichales	CMCD259	8.982537543024415
Thiotrichales	CMCD270	9.486493875240129
Thiotrichales	CMCD275	43.335506538216165
Thiotrichales	CMCD282	25.207246665827974
Thiotrichales	CMCD286	9.429383115270845
Thiotrichales	CMCD287	9.171726858552583
Thiotrichales	CMCD294	33.15685295386818
Thiotrichales	CMCD327	33.53814855158368
Thiotrichales	CMCD335	30.765747643552523
Thiotrichales	CMCD337	259.3541873700377
Thiotrichales	CMCD357	33.07168815305314
Thiotrichales	CMCD398	13.773592393010354
Thiotrichales	CMCD403	32.586439185832134
Thiotrichales	CMCD422	35.84968058568563
Thiotrichales	CMCD426	25.800906482122233
Thiotrichales	CMCD71	20.527976958597886
Thiotrichales	CMCD72	55.11738002281333
Thiotrichales	CMCD76	38.775553431096654
Thiotrichales	CMCD88	15.307422501984249
Thiotrichales	CMSA256	4.562934349571434
Thiotrichales	CMSA316	41.41691506981958
Thiotrichales	CMUC110	7.093302226553532
Thiotrichales	CMUC192	23.462026441312627
Thiotrichales	CMUC199	26.530446441661862
Thiotrichales	CMUC200	11.7606857566037
Thiotrichales	CMUC208	20.83354750893502
Thiotrichales	CMUC231	6.530264644206256
Thiotrichales	CMUC234	6.632289860024823
Thiotrichales	CMUC285	25.145021640722252
Thiotrichales	CMUC291	19.343868738175978
Thiotrichales	CMUC295	33.05622530069013
Thiotrichales	CMUC299	5.176824511708119
Thiotrichales	CMUC301	11.109217774856257
Thiotrichales	CMUC307	20.11465102468751
Thiotrichales	CMUC313	17.996482906355112
Thiotrichales	CMUC314	35.579715898480195
Thiotrichales	CMUC323	7.156265457909362
Thiotrichales	CMUC324	26.745245046731263
Thiotrichales	CMUC331	40.976004502296576
Thiotrichales	CMUC333	31.97830491045024
Thiotrichales	CMUC334	39.6589360011974
Thiotrichales	CMUC346	36.33184494498272
Thiotrichales	CMUC352	38.074973911131835
Thiotrichales	CMUC360	41.58465270754712
Thiotrichales	CMUC363	37.62922089564725
Thiotrichales	CMUC365	39.09228003546648
Thiotrichales	CMUC366	35.2856480331512
Thiotrichales	CMUC368	30.72794572559
Thiotrichales	CMUC377	25.567239478307595
Thiotrichales	CMUC379	21.522115921165287
Thiotrichales	CMUC380	30.610302984480597
Thiotrichales	CMUC383	29.223261140151738
Thiotrichales	CMUC394	39.90578247185281
