Feature	sample	counts
Ignavibacteriaceae	CM317	0
Ignavibacteriaceae	CMCD140	0
Ignavibacteriaceae	CMCD147	0
Ignavibacteriaceae	CMCD152	0
Ignavibacteriaceae	CMCD154	0
Ignavibacteriaceae	CMCD159	8
Ignavibacteriaceae	CMCD161	0
Ignavibacteriaceae	CMCD174	2
Ignavibacteriaceae	CMCD196	0
Ignavibacteriaceae	CMCD198	0
Ignavibacteriaceae	CMCD203	1
Ignavibacteriaceae	CMCD211	0
Ignavibacteriaceae	CMCD227	0
Ignavibacteriaceae	CMCD240	0
Ignavibacteriaceae	CMCD259	1
Ignavibacteriaceae	CMCD270	0
Ignavibacteriaceae	CMCD275	0
Ignavibacteriaceae	CMCD282	0
Ignavibacteriaceae	CMCD286	0
Ignavibacteriaceae	CMCD287	0
Ignavibacteriaceae	CMCD294	7
Ignavibacteriaceae	CMCD327	0
Ignavibacteriaceae	CMCD335	1
Ignavibacteriaceae	CMCD337	0
Ignavibacteriaceae	CMCD357	0
Ignavibacteriaceae	CMCD398	0
Ignavibacteriaceae	CMCD403	2
Ignavibacteriaceae	CMCD422	0
Ignavibacteriaceae	CMCD426	0
Ignavibacteriaceae	CMCD71	0
Ignavibacteriaceae	CMCD72	1
Ignavibacteriaceae	CMCD76	2
Ignavibacteriaceae	CMCD88	0
Ignavibacteriaceae	CMSA256	0
Ignavibacteriaceae	CMSA316	1
Ignavibacteriaceae	CMUC110	0
Ignavibacteriaceae	CMUC192	0
Ignavibacteriaceae	CMUC199	0
Ignavibacteriaceae	CMUC200	0
Ignavibacteriaceae	CMUC208	0
Ignavibacteriaceae	CMUC231	0
Ignavibacteriaceae	CMUC234	0
Ignavibacteriaceae	CMUC285	0
Ignavibacteriaceae	CMUC291	1
Ignavibacteriaceae	CMUC295	1
Ignavibacteriaceae	CMUC299	0
Ignavibacteriaceae	CMUC301	0
Ignavibacteriaceae	CMUC307	0
Ignavibacteriaceae	CMUC313	45
Ignavibacteriaceae	CMUC314	0
Ignavibacteriaceae	CMUC323	17
Ignavibacteriaceae	CMUC324	0
Ignavibacteriaceae	CMUC331	0
Ignavibacteriaceae	CMUC333	3
Ignavibacteriaceae	CMUC334	1
Ignavibacteriaceae	CMUC346	6
Ignavibacteriaceae	CMUC352	0
Ignavibacteriaceae	CMUC360	1
Ignavibacteriaceae	CMUC363	4
Ignavibacteriaceae	CMUC365	0
Ignavibacteriaceae	CMUC366	0
Ignavibacteriaceae	CMUC368	2
Ignavibacteriaceae	CMUC377	0
Ignavibacteriaceae	CMUC379	28
Ignavibacteriaceae	CMUC380	0
Ignavibacteriaceae	CMUC383	5
Ignavibacteriaceae	CMUC394	2
Ignavibacteriaceae	CMUC419	0
Ignavibacteriaceae	CMUC427	0
Ignavibacteriaceae	CMUC428	0
Ignavibacteriaceae	CMUC431	2
Ignavibacteriaceae	CMUC435	0
Ignavibacteriaceae	CMUC439	0
Ignavibacteriaceae	CMUC89	0
Ignavibacteriaceae	CS219	1
Ignavibacteriaceae	CS256	0
Ignavibacteriaceae	CS257	32
Ignavibacteriaceae	CS259	0
Ignavibacteriaceae	CS261	1
Ignavibacteriaceae	CS266	0
Ignavibacteriaceae	CS270	0
Ignavibacteriaceae	CS277	4
Ignavibacteriaceae	CS288	0
Ignavibacteriaceae	CS290	0
Ignavibacteriaceae	CS292	0
Ignavibacteriaceae	CS293	0
Ignavibacteriaceae	CS301	0
Ignavibacteriaceae	CS306	1
Ignavibacteriaceae	CS308	0
Ignavibacteriaceae	CS315	0
Ignavibacteriaceae	CS317	0
Ignavibacteriaceae	CS322	0
Ignavibacteriaceae	CS327	0
Ignavibacteriaceae	CS328	17
Ignavibacteriaceae	CS330	15
Ignavibacteriaceae	CS331	1
Ignavibacteriaceae	CS335	0
Ignavibacteriaceae	CS338	0
Ignavibacteriaceae	CS339	0
Ignavibacteriaceae	CS343	0
Ignavibacteriaceae	CS344	0
Ignavibacteriaceae	CS350	2
Ignavibacteriaceae	CS351	2
Ignavibacteriaceae	CS361	0
Ignavibacteriaceae	CS388	0
Ignavibacteriaceae	CS396	1
Ignavibacteriaceae	CS405	1
Ignavibacteriaceae	CS415	0
Ignavibacteriaceae	CS424	0
Ignavibacteriaceae	IM293	1
Ignavibacteriaceae	IM296	1
Ignavibacteriaceae	IM297	0
Ignavibacteriaceae	IM300	0
Ignavibacteriaceae	IM305	0
Ignavibacteriaceae	IM309	0
Ignavibacteriaceae	IM310	0
Ignavibacteriaceae	IM311	0
Ignavibacteriaceae	IM316	0
Ignavibacteriaceae	IM320	6
Ignavibacteriaceae	IM330	0
Ignavibacteriaceae	IM332	0
Ignavibacteriaceae	IM340	0
Ignavibacteriaceae	IM348	0
Ignavibacteriaceae	IM354	0
Ignavibacteriaceae	IM356	1
Ignavibacteriaceae	IM364	0
Ignavibacteriaceae	IM372	0
Ignavibacteriaceae	IM374	0
Ignavibacteriaceae	IM376	0
Ignavibacteriaceae	IM381	1
Ignavibacteriaceae	IM382	0
Ignavibacteriaceae	IM385	0
Ignavibacteriaceae	IM390	19
Ignavibacteriaceae	IM397	0
Ignavibacteriaceae	IM404	0
Ignavibacteriaceae	IM409	0
Ignavibacteriaceae	IM412	2
Ignavibacteriaceae	IM421	0
Ignavibacteriaceae	IM425	0
Ignavibacteriaceae	IM432	1
Ignavibacteriaceae	IM438	0
Ignavibacteriaceae	IM442	0
Ignavibacteriaceae	IM445	2
Ignavibacteriaceae	IM448	0
Ignavibacteriaceae	IM449	0
Ignavibacteriaceae	IM451	0
Ignavibacteriaceae	IMSA256	0
Ignavibacteriaceae	IMSA276	0
Ignavibacteriaceae	IMSA286	0
Ignavibacteriaceae	IMSA343	0
Ignavibacteriaceae	IS_238	0
Ignavibacteriaceae	IS238	1
Ignavibacteriaceae	IS243	0
Ignavibacteriaceae	IS253	0
Ignavibacteriaceae	IS283	1
Ignavibacteriaceae	IS322	0
Ignavibacteriaceae	IS399	0
Ignavibacteriaceae	IS418	0
Ignavibacteriaceae	IS430	0
Ignavibacteriaceae	IS437	0
Ignavibacteriaceae	IS444	1
Ignavibacteriaceae	R276CMSA	1
Ignavibacteriaceae	R286CMSA	0
