Species	sample	counts
haloarchaeon_3A1-DGR	CM317	0
haloarchaeon_3A1-DGR	CMCD140	2
haloarchaeon_3A1-DGR	CMCD147	8
haloarchaeon_3A1-DGR	CMCD152	0
haloarchaeon_3A1-DGR	CMCD154	1
haloarchaeon_3A1-DGR	CMCD159	0
haloarchaeon_3A1-DGR	CMCD161	0
haloarchaeon_3A1-DGR	CMCD174	1
haloarchaeon_3A1-DGR	CMCD196	0
haloarchaeon_3A1-DGR	CMCD198	0
haloarchaeon_3A1-DGR	CMCD203	4
haloarchaeon_3A1-DGR	CMCD211	0
haloarchaeon_3A1-DGR	CMCD227	0
haloarchaeon_3A1-DGR	CMCD240	0
haloarchaeon_3A1-DGR	CMCD259	0
haloarchaeon_3A1-DGR	CMCD270	0
haloarchaeon_3A1-DGR	CMCD275	0
haloarchaeon_3A1-DGR	CMCD282	0
haloarchaeon_3A1-DGR	CMCD286	0
haloarchaeon_3A1-DGR	CMCD287	0
haloarchaeon_3A1-DGR	CMCD294	3
haloarchaeon_3A1-DGR	CMCD327	0
haloarchaeon_3A1-DGR	CMCD335	1
haloarchaeon_3A1-DGR	CMCD337	0
haloarchaeon_3A1-DGR	CMCD357	0
haloarchaeon_3A1-DGR	CMCD398	0
haloarchaeon_3A1-DGR	CMCD403	0
haloarchaeon_3A1-DGR	CMCD422	0
haloarchaeon_3A1-DGR	CMCD426	0
haloarchaeon_3A1-DGR	CMCD71	0
haloarchaeon_3A1-DGR	CMCD72	5
haloarchaeon_3A1-DGR	CMCD76	0
haloarchaeon_3A1-DGR	CMCD88	0
haloarchaeon_3A1-DGR	CMSA256	0
haloarchaeon_3A1-DGR	CMSA316	0
haloarchaeon_3A1-DGR	CMUC110	0
haloarchaeon_3A1-DGR	CMUC192	0
haloarchaeon_3A1-DGR	CMUC199	0
haloarchaeon_3A1-DGR	CMUC200	1
haloarchaeon_3A1-DGR	CMUC208	0
haloarchaeon_3A1-DGR	CMUC231	0
haloarchaeon_3A1-DGR	CMUC234	0
haloarchaeon_3A1-DGR	CMUC285	0
haloarchaeon_3A1-DGR	CMUC291	0
haloarchaeon_3A1-DGR	CMUC295	0
haloarchaeon_3A1-DGR	CMUC299	0
haloarchaeon_3A1-DGR	CMUC301	0
haloarchaeon_3A1-DGR	CMUC307	0
haloarchaeon_3A1-DGR	CMUC313	5
haloarchaeon_3A1-DGR	CMUC314	0
haloarchaeon_3A1-DGR	CMUC323	0
haloarchaeon_3A1-DGR	CMUC324	1
haloarchaeon_3A1-DGR	CMUC331	0
haloarchaeon_3A1-DGR	CMUC333	0
haloarchaeon_3A1-DGR	CMUC334	0
haloarchaeon_3A1-DGR	CMUC346	0
haloarchaeon_3A1-DGR	CMUC352	0
haloarchaeon_3A1-DGR	CMUC360	0
haloarchaeon_3A1-DGR	CMUC363	0
haloarchaeon_3A1-DGR	CMUC365	0
haloarchaeon_3A1-DGR	CMUC366	1
haloarchaeon_3A1-DGR	CMUC368	0
haloarchaeon_3A1-DGR	CMUC377	0
haloarchaeon_3A1-DGR	CMUC379	0
haloarchaeon_3A1-DGR	CMUC380	0
haloarchaeon_3A1-DGR	CMUC383	0
haloarchaeon_3A1-DGR	CMUC394	0
haloarchaeon_3A1-DGR	CMUC419	0
haloarchaeon_3A1-DGR	CMUC427	0
haloarchaeon_3A1-DGR	CMUC428	0
haloarchaeon_3A1-DGR	CMUC431	0
haloarchaeon_3A1-DGR	CMUC435	0
haloarchaeon_3A1-DGR	CMUC439	4
haloarchaeon_3A1-DGR	CMUC89	0
haloarchaeon_3A1-DGR	CS219	0
haloarchaeon_3A1-DGR	CS256	0
haloarchaeon_3A1-DGR	CS257	4
haloarchaeon_3A1-DGR	CS259	0
haloarchaeon_3A1-DGR	CS261	0
haloarchaeon_3A1-DGR	CS266	24
haloarchaeon_3A1-DGR	CS270	3
haloarchaeon_3A1-DGR	CS277	3
haloarchaeon_3A1-DGR	CS288	2
haloarchaeon_3A1-DGR	CS290	0
haloarchaeon_3A1-DGR	CS292	0
haloarchaeon_3A1-DGR	CS293	0
haloarchaeon_3A1-DGR	CS301	0
haloarchaeon_3A1-DGR	CS306	1
haloarchaeon_3A1-DGR	CS308	0
haloarchaeon_3A1-DGR	CS315	0
haloarchaeon_3A1-DGR	CS317	10
haloarchaeon_3A1-DGR	CS322	0
haloarchaeon_3A1-DGR	CS327	0
haloarchaeon_3A1-DGR	CS328	2
haloarchaeon_3A1-DGR	CS330	0
haloarchaeon_3A1-DGR	CS331	0
haloarchaeon_3A1-DGR	CS335	3
haloarchaeon_3A1-DGR	CS338	0
haloarchaeon_3A1-DGR	CS339	0
haloarchaeon_3A1-DGR	CS343	0
haloarchaeon_3A1-DGR	CS344	0
haloarchaeon_3A1-DGR	CS350	4
haloarchaeon_3A1-DGR	CS351	0
haloarchaeon_3A1-DGR	CS361	0
haloarchaeon_3A1-DGR	CS388	0
haloarchaeon_3A1-DGR	CS396	0
haloarchaeon_3A1-DGR	CS405	0
haloarchaeon_3A1-DGR	CS415	2
haloarchaeon_3A1-DGR	CS424	0
haloarchaeon_3A1-DGR	IM293	1
haloarchaeon_3A1-DGR	IM296	0
haloarchaeon_3A1-DGR	IM297	0
haloarchaeon_3A1-DGR	IM300	1
haloarchaeon_3A1-DGR	IM305	0
haloarchaeon_3A1-DGR	IM309	0
haloarchaeon_3A1-DGR	IM310	1
haloarchaeon_3A1-DGR	IM311	0
haloarchaeon_3A1-DGR	IM316	0
haloarchaeon_3A1-DGR	IM320	1
haloarchaeon_3A1-DGR	IM330	0
haloarchaeon_3A1-DGR	IM332	0
haloarchaeon_3A1-DGR	IM340	13
haloarchaeon_3A1-DGR	IM348	3
haloarchaeon_3A1-DGR	IM354	0
haloarchaeon_3A1-DGR	IM356	0
haloarchaeon_3A1-DGR	IM364	1
haloarchaeon_3A1-DGR	IM372	0
haloarchaeon_3A1-DGR	IM374	18
haloarchaeon_3A1-DGR	IM376	0
haloarchaeon_3A1-DGR	IM381	0
haloarchaeon_3A1-DGR	IM382	0
haloarchaeon_3A1-DGR	IM385	0
haloarchaeon_3A1-DGR	IM390	1
haloarchaeon_3A1-DGR	IM397	0
haloarchaeon_3A1-DGR	IM404	0
haloarchaeon_3A1-DGR	IM409	0
haloarchaeon_3A1-DGR	IM412	3
haloarchaeon_3A1-DGR	IM421	0
haloarchaeon_3A1-DGR	IM425	6
haloarchaeon_3A1-DGR	IM432	0
haloarchaeon_3A1-DGR	IM438	0
haloarchaeon_3A1-DGR	IM442	0
haloarchaeon_3A1-DGR	IM445	0
haloarchaeon_3A1-DGR	IM448	0
haloarchaeon_3A1-DGR	IM449	0
haloarchaeon_3A1-DGR	IM451	0
haloarchaeon_3A1-DGR	IMSA256	0
haloarchaeon_3A1-DGR	IMSA276	0
haloarchaeon_3A1-DGR	IMSA286	0
haloarchaeon_3A1-DGR	IMSA343	0
haloarchaeon_3A1-DGR	IS_238	0
haloarchaeon_3A1-DGR	IS238	0
haloarchaeon_3A1-DGR	IS243	0
haloarchaeon_3A1-DGR	IS253	0
haloarchaeon_3A1-DGR	IS283	0
haloarchaeon_3A1-DGR	IS322	5
haloarchaeon_3A1-DGR	IS399	0
haloarchaeon_3A1-DGR	IS418	0
haloarchaeon_3A1-DGR	IS430	0
haloarchaeon_3A1-DGR	IS437	0
haloarchaeon_3A1-DGR	IS444	0
